job_title,experience_years,position_level_raw,main_tech_raw,salary_original,currency_original,currency_detected,salary_original_numeric,salary_mid,salary_date,source_name,work_mode,city,average_salary,location,source,Title,Company,Clean_Location,Job_Type,Skills,Min_Experience_Years,Min_Salary,Max_Salary,Avg_Salary
material planner,2.0,,,8000,EGP,EGP,8000.0,8000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
.net developer,5.0,,,1000,EGP,EGP,1000.0,1000.0,2022-07-01,Kaggle_Developers_Salaries_in_2024,Remotley,ksa,,,,,,,,,,,,
"sales, telemarketer",2.0,,,350,USD,USD,350.0,17500.0,2024-02-10,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
graphic designer,1.5,,,4000,EGP,EGP,4000.0,4000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,On Site,mansoura,,,,,,,,,,,,
data engineer,3.0,,,48000,EGP,EGP,48000.0,48000.0,2023-07-01,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
python developer,3.0,,,30000,EGP,EGP,30000.0,30000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
petroleum,2.0,,,90000,EGP,EGP,90000.0,90000.0,2022-09-15,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
full stack developer,6.0,,,2000,EGP,EGP,2000.0,2000.0,2023-03-01,Kaggle_Developers_Salaries_in_2024,Hybird,,,,,,,,,,,,,
flutter developer,1.0,,,6000,EGP,EGP,6000.0,6000.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,On Site,shebin elkom,,,,,,,,,,,,
android developer4,4.0,,,3500,EURO,EUR,3500.0,192500.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,Remotley,"austria, but i'm in egypt",,,,,,,,,,,,
.net developer,2.0,,,24000,EGP,EGP,24000.0,24000.0,2024-02-19,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
maintenance planner,10.0,,,20000,EGP,EGP,20000.0,20000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
data analyst,3.0,,,15000,EGP,EGP,15000.0,15000.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
tourism sales,1.0,,,7500,EGP,EGP,7500.0,7500.0,2023-09-01,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
ios developer,3.0,,,35000,EGP,EGP,35000.0,35000.0,2023-12-01,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
backend software engineer engineer,1.0,,,30000,EGP,EGP,30000.0,30000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
account manager,6.0,,,12000,EGP,EGP,12000.0,12000.0,2018-01-12,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
apm developer,0.0,,,15000,EGP,EGP,15000.0,15000.0,2024-01-25,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
hr personnel,5.0,,,11000,EGP,EGP,11000.0,11000.0,1994-12-15,Kaggle_Developers_Salaries_in_2024,On Site,alexandria,,,,,,,,,,,,
customer service representative,2.0,,,15000,EGP,EGP,15000.0,15000.0,2024-02-05,Kaggle_Developers_Salaries_in_2024,On Site,egypt,,,,,,,,,,,,
merchandising planner,4.0,,,14000,EGP,EGP,14000.0,14000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
full stack developer,2.0,,,15000,EGP,EGP,15000.0,15000.0,2024-03-01,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
sales engineer,3.0,,,14000,EGP,EGP,14000.0,14000.0,2024-02-12,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
.net developer,8.0,,,130000,EGP,EGP,130000.0,130000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Remotley,europe,,,,,,,,,,,,
php/wordpress developer,4.0,,,27000,EGP,EGP,27000.0,27000.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,Flexible hours ( from home & the office as I like),cairo,,,,,,,,,,,,
crm analyst,2.0,,,12000,EGP,EGP,12000.0,12000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
graphic designer,3.0,,,10000,EGP,EGP,10000.0,10000.0,2024-02-25,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
sales executive,3.0,,,3300,EGP,EGP,3300.0,3300.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,giza,,,,,,,,,,,,
production engineer,1.0,,,18800,EGP,EGP,18800.0,18800.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,alexandria,,,,,,,,,,,,
data analyst,3.0,,,18000,EGP,EGP,18000.0,18000.0,2023-01-24,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
network engineer,5.0,,,10000,EGP,EGP,10000.0,10000.0,2002-07-14,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
محاسب عام,6.0,,,7000,EGP,EGP,7000.0,7000.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,On Site,,,,,,,,,,,,,
civil engineer,1.0,,,5000,EGP,EGP,5000.0,5000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,badr,,,,,,,,,,,,
software tester,1.0,,,380,USD,USD,380.0,19000.0,2023-12-01,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
ui ux,3.0,,,5600,EGP,EGP,5600.0,5600.0,2024-01-26,Kaggle_Developers_Salaries_in_2024,Hybird,mansoura,,,,,,,,,,,,
branding designer,2.5,,,14000,EGP,EGP,14000.0,14000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
csr,2.0,,,8000,EGP,EGP,8000.0,8000.0,2023-01-12,Kaggle_Developers_Salaries_in_2024,On Site,alexandria,,,,,,,,,,,,
associate,14.0,,,15000,EGP,EGP,15000.0,15000.0,2024-03-25,Kaggle_Developers_Salaries_in_2024,On Site,alexandria,,,,,,,,,,,,
head of physiotherapy,10.0,,,25000,EGP,EGP,25000.0,25000.0,2024-02-20,Kaggle_Developers_Salaries_in_2024,On Site,alexandria,,,,,,,,,,,,
full stack developer,1.0,,,33000,EGP,EGP,33000.0,33000.0,2024-01-24,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
backend laravel,0.0,,,5000,EGP,EGP,5000.0,5000.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,Hybird,,,,,,,,,,,,,
social media editor,8.0,,,15000,EGP,EGP,15000.0,15000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Remotley,alex,,,,,,,,,,,,
social media manager,8.0,,,150000,EGP,EGP,150000.0,150000.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
t24 consultant,3.0,,,23000,EGP,EGP,23000.0,23000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
seo specialist,3.5,,,14000,EGP,EGP,14000.0,14000.0,2023-12-01,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
sales manager,13.0,,,550000,EGP,EGP,550000.0,550000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Hybird,dubai,,,,,,,,,,,,
btl marketing,0.0,,,4000,EGP,EGP,4000.0,4000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
architect,1.0,,,6000,EGP,EGP,6000.0,6000.0,2023-02-01,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
subsea inspection engineer,4.0,,,30000,EGP,EGP,30000.0,30000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
implementation officer,2.0,,,9750,EGP,EGP,9750.0,9750.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
civil technical office engineer,7.0,,,10350,EGP,EGP,10350.0,10350.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
banker,3.0,,,14000,EGP,EGP,14000.0,14000.0,2024-01-27,Kaggle_Developers_Salaries_in_2024,On Site,,,,,,,,,,,,,
chef accountant,9.0,,,10000,EGP,EGP,10000.0,10000.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,Remotley,software engineeriss,,,,,,,,,,,,
graphic designer,1.0,,,5000,EGP,EGP,5000.0,5000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,,,,,,,,,,,,,
devops engineer,1.5,,,40000,EGP,EGP,40000.0,40000.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
hr head,10.0,,,10000,EGP,EGP,10000.0,10000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,On Site,egypt,,,,,,,,,,,,
bi developer intern,0.0,,,4000,EGP,EGP,4000.0,4000.0,2023-07-10,Kaggle_Developers_Salaries_in_2024,Hybird,"cairo, smart village",,,,,,,,,,,,
nursing,0.0,,,2300,EGP,EGP,2300.0,2300.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,um eldonia,,,,,,,,,,,,
software quality engineer,1.0,,,5500,EGP,EGP,5500.0,5500.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
general accountant,4.0,,,8000,EGP,EGP,8000.0,8000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,al obour city,,,,,,,,,,,,
outsystems developer,2.0,,,550,USD,USD,550.0,27500.0,2024-01-31,Kaggle_Developers_Salaries_in_2024,Hybird,"cairo, riyadh",,,,,,,,,,,,
java developer,1.0,,,20000,EGP,EGP,20000.0,20000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
frontend developer,3.0,,,1500,USD,USD,1500.0,75000.0,2023-07-05,Kaggle_Developers_Salaries_in_2024,Remotley,riyadh,,,,,,,,,,,,
sales engineer,14.0,,,35000,EGP,EGP,35000.0,35000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
full stack .net developer,0.0,,,5000,EGP,EGP,5000.0,5000.0,1996-07-01,Kaggle_Developers_Salaries_in_2024,Remotley,,,,,,,,,,,,,
customer service representative,2.0,,,13000,EGP,EGP,13000.0,13000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
full stack .net developer,3.0,,,15000,EGP,EGP,15000.0,15000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Remotley,benha,,,,,,,,,,,,
content creator/social media specialist,2.0,,,5000,EGP,EGP,5000.0,5000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
aws engineer,1.0,,,10000,EGP,EGP,10000.0,10000.0,2023-12-01,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
medical representative,1.0,,,6500,EGP,EGP,6500.0,6500.0,2023-03-01,Kaggle_Developers_Salaries_in_2024,On Site,"mansoura, egypt",,,,,,,,,,,,
software engineer,6.0,,,25000,EGP,EGP,25000.0,25000.0,2024-03-05,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
graphic designer,1.0,,,7000,EGP,EGP,7000.0,7000.0,2024-01-09,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
ml eng,1.0,,,8000,EGP,EGP,8000.0,8000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
seo specialist,3.0,,,12000,EGP,EGP,12000.0,12000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
ai engineer,1.0,,,60000,EGP,EGP,60000.0,60000.0,2023-02-01,Kaggle_Developers_Salaries_in_2024,Remotley,,,,,,,,,,,,,
data analyst,7.0,,,4225,USD,USD,4225.0,211250.0,2024-02-21,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
operation engineer,3.0,,,10000,EGP,EGP,10000.0,10000.0,2023-01-01,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
social media specialist,2.0,,,8000,EGP,EGP,8000.0,8000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
call centre germany,0.0,,,5000,EGP,EGP,5000.0,5000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
quality assurance engineer,0.0,,,26500,EGP,EGP,26500.0,26500.0,2024-02-21,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
deputy section head in sales,4.0,,,12000,EGP,EGP,12000.0,12000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
software test engineer,2.0,,,35000,EGP,EGP,35000.0,35000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Hybird,giza,,,,,,,,,,,,
call center,4.0,,,6000,EGP,EGP,6000.0,6000.0,2024-02-29,Kaggle_Developers_Salaries_in_2024,On Site,,,,,,,,,,,,,
representative,7.0,,,5000,EGP,EGP,5000.0,5000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
gis developer,0.1,,,850,USD,USD,850.0,42500.0,2024-02-27,Kaggle_Developers_Salaries_in_2024,On Site,giza,,,,,,,,,,,,
technical support,7.0,,,10000,EGP,EGP,10000.0,10000.0,2024-02-25,Kaggle_Developers_Salaries_in_2024,On Site,,,,,,,,,,,,,
civil engineer,5.0,,,20000,EGP,EGP,20000.0,20000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
pharmacist,1.5,,,3000,EGP,EGP,3000.0,3000.0,2024-02-28,Kaggle_Developers_Salaries_in_2024,On Site,suez,,,,,,,,,,,,
frappe developer,0.0,,,7000,EGP,EGP,7000.0,7000.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,On Site,giza,,,,,,,,,,,,
administrative assistant,4.0,,,1200,USD,USD,1200.0,60000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Remotley,us,,,,,,,,,,,,
administrator,3.0,,,5000,EGP,EGP,5000.0,5000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
broadband and network technician,3.0,,,10850,EGP,EGP,10850.0,10850.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Hybird,uk,,,,,,,,,,,,
faculty of commerce,14.0,,,35000,EGP,EGP,35000.0,35000.0,2023-07-01,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
ai engineer,2.0,,,7000,EGP,EGP,7000.0,7000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
seals,3.0,,,2900,EGP,EGP,2900.0,2900.0,2020-12-28,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
full stake developer,7.0,,,20000,EGP,EGP,20000.0,20000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
outsystems low code developer,5.0,,,40000,EGP,EGP,40000.0,40000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
software engineer,1.5,,,900,USD,USD,900.0,45000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Remotley,,,,,,,,,,,,,
sustainability and esg specialist,1.0,,,8800,EGP,EGP,8800.0,8800.0,2023-03-01,Kaggle_Developers_Salaries_in_2024,On Site,,,,,,,,,,,,,
broker,1.0,,,3000,EGP,EGP,3000.0,3000.0,2001-10-01,Kaggle_Developers_Salaries_in_2024,On Site,mansoura,,,,,,,,,,,,
solution architect,11.0,,,250000,EGP,EGP,250000.0,250000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Remotley,"cairo, startup and i am consult them remotely as a part timer.",,,,,,,,,,,,
frontend developer,2.0,,,10000,EGP,EGP,10000.0,10000.0,2024-02-25,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
architect,6.0,,,25000,EGP,EGP,25000.0,25000.0,2023-11-09,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
full-stack developer,2.0,,,5000,EGP,EGP,5000.0,5000.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
interior designer,1.0,,,3500,EGP,EGP,3500.0,3500.0,2024-02-29,Kaggle_Developers_Salaries_in_2024,On site and remotly,kafr el sheikh,,,,,,,,,,,,
machine learning engineer,1.0,,,1000,USD,USD,1000.0,50000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
graphic designer,5.0,,,7500,EGP,EGP,7500.0,7500.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
dynamics 365 crm functional consultant,2.5,,,1400,USD,USD,1400.0,70000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Remotley,uae,,,,,,,,,,,,
medical rep,2.0,,,1500,EGP,EGP,1500.0,1500.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,alex,,,,,,,,,,,,
mechanical engineer,3.0,,,11000,EGP,EGP,11000.0,11000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,,,,,,,,,,,,,
.net developer,0.4,,,10000,EGP,EGP,10000.0,10000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
ui ux designer,3.0,,,18000,EGP,EGP,18000.0,18000.0,2023-09-01,Kaggle_Developers_Salaries_in_2024,Remotley,saudi arabia 🇸🇦,,,,,,,,,,,,
agricultural engineer,1.0,,,7000,EGP,EGP,7000.0,7000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
machine learning,4.0,,,3000,USD,USD,3000.0,150000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Hybird,saudi,,,,,,,,,,,,
odoo developer,5.0,,,21000,EGP,EGP,21000.0,21000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
marketing executive,10.0,,,19000,EGP,EGP,19000.0,19000.0,2023-03-05,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
frontend developer,2.0,,,10000,EGP,EGP,10000.0,10000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
.net software developer,1.0,,,13000,EGP,EGP,13000.0,13000.0,2024-01-28,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
gd,2.0,,,18000,EGP,EGP,18000.0,18000.0,2024-01-26,Kaggle_Developers_Salaries_in_2024,Remotley,,,,,,,,,,,,,
electrical engineer,7.0,,,18000,EGP,EGP,18000.0,18000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
frontend developer,1.0,,,4000,EGP,EGP,4000.0,4000.0,2023-02-01,Kaggle_Developers_Salaries_in_2024,On Site,mansoura,,,,,,,,,,,,
equine surgeon veterinarian,2.0,,,6600,EGP,EGP,6600.0,6600.0,1996-09-01,Kaggle_Developers_Salaries_in_2024,On Site,netherlands,,,,,,,,,,,,
web developer (wordpress/php),1.0,,,360,EURO,EUR,360.0,19800.0,2024-12-01,Kaggle_Developers_Salaries_in_2024,Remotley,london,,,,,,,,,,,,
nodejs developer,4.0,,,82000,EGP,EGP,82000.0,82000.0,2023-10-20,Kaggle_Developers_Salaries_in_2024,Remotley,jeddah,,,,,,,,,,,,
network engineer,0.0,,,10000,EGP,EGP,10000.0,10000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,,,,,,,,,,,,,
frontend developer,0.0,,,9000,EGP,EGP,9000.0,9000.0,1995-02-20,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
interior designer,3.0,,,8000,EGP,EGP,8000.0,8000.0,2023-12-30,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
network engineer,1.0,,,10000,EGP,EGP,10000.0,10000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
embedded software engineer,3.0,,,60000,EGP,EGP,60000.0,60000.0,2024-02-25,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
php developer,3.0,,,500,USD,USD,500.0,25000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Remotley,dubai,,,,,,,,,,,,
system engineer,3.0,,,20000,EGP,EGP,20000.0,20000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,kuwait,,,,,,,,,,,,
node js developer,3.0,,,47000,EGP,EGP,47000.0,47000.0,2024-01-25,Kaggle_Developers_Salaries_in_2024,Hybird,saudi arabia,,,,,,,,,,,,
software developer,4.0,,,25000,EGP,EGP,25000.0,25000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Hybird,alexandria,,,,,,,,,,,,
react native,3.0,,,1800,USD,USD,1800.0,90000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Remotley,,,,,,,,,,,,,
team lead,11.0,,,100000,EGP,EGP,100000.0,100000.0,1990-12-11,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
frontend,5.0,,,2500,USD,USD,2500.0,125000.0,2023-01-01,Kaggle_Developers_Salaries_in_2024,Remotley,ksa,,,,,,,,,,,,
physiotherapist,0.0,,,6000,EGP,EGP,6000.0,6000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
software engineer,0.0,,,51000,EGP,EGP,51000.0,51000.0,2023-01-25,Kaggle_Developers_Salaries_in_2024,Hybird,,,,,,,,,,,,,
cad designer,1.0,,,5000,EGP,EGP,5000.0,5000.0,30-01-20,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
it compliance specialist,3.0,,,15000,EGP,EGP,15000.0,15000.0,2020-01-15,Kaggle_Developers_Salaries_in_2024,On Site,riyadh,,,,,,,,,,,,
frontend developer,2.5,,,8000,EGP,EGP,8000.0,8000.0,2024-02-05,Kaggle_Developers_Salaries_in_2024,On Site,alexandria,,,,,,,,,,,,
english instructor,14.0,,,10000,EGP,EGP,10000.0,10000.0,2024-01-30,Kaggle_Developers_Salaries_in_2024,On Site,,,,,,,,,,,,,
n,0.0,,,10000,EGP,EGP,10000.0,10000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
chemist,1.0,,,5000,EGP,EGP,5000.0,5000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,obour city,,,,,,,,,,,,
android developer,5.0,,,50000,EGP,EGP,50000.0,50000.0,1993-01-20,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
accounting manager,15.0,,,45000,EGP,EGP,45000.0,45000.0,2024-01-24,Kaggle_Developers_Salaries_in_2024,On Site,cai,,,,,,,,,,,,
network engineer,5.0,,,30000,EGP,EGP,30000.0,30000.0,2023-10-01,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
devops engineer,0.5,,,27900,EGP,EGP,27900.0,27900.0,2024-01-31,Kaggle_Developers_Salaries_in_2024,Remotley,,,,,,,,,,,,,
backend developer - django,1.0,,,12500,EGP,EGP,12500.0,12500.0,2023-09-01,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
media buyer,2.5,,,8000,EGP,EGP,8000.0,8000.0,2024-02-05,Kaggle_Developers_Salaries_in_2024,On Site,mansoura,,,,,,,,,,,,
backend developer,0.0,,,18000,EGP,EGP,18000.0,18000.0,2023-01-15,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
procurement specialist,1.0,,,7300,EGP,EGP,7300.0,7300.0,2023-04-02,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
backend team leader,7.0,,,114000,EGP,EGP,114000.0,114000.0,2023-04-20,Kaggle_Developers_Salaries_in_2024,Remotley,remote,,,,,,,,,,,,
team leader,4.0,,,13000,EGP,EGP,13000.0,13000.0,2024-02-29,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
software test engineer,2.0,,,20000,EGP,EGP,20000.0,20000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
technical writer,4.0,,,1500,EURO,EUR,1500.0,82500.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,Remotley,,,,,,,,,,,,,
accounting manager,19.0,,,40000,EGP,EGP,40000.0,40000.0,2024-01-31,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
business development executive,4.0,,,195000,EGP,EGP,195000.0,195000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,On Site,dubai,,,,,,,,,,,,
integration engineer,3.0,,,35000,EGP,EGP,35000.0,35000.0,2024-01-31,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
customer success specialist,4.0,,,19500,EGP,EGP,19500.0,19500.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
technical office engineer,8.0,,,8000,EGP,EGP,8000.0,8000.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
android developer,4.0,,,1300,USD,USD,1300.0,65000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Hybird,ksa,,,,,,,,,,,,
talent acquisition specialist,2.7,,,8500,EGP,EGP,8500.0,8500.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,Remotley,giza,,,,,,,,,,,,
software engineer,0.0,,,9000,EGP,EGP,9000.0,9000.0,2023-07-27,Kaggle_Developers_Salaries_in_2024,On Site,,,,,,,,,,,,,
electrical engineer,3.0,,,11000,EGP,EGP,11000.0,11000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
mobile developer,3.0,,,16000,EGP,EGP,16000.0,16000.0,2024-02-01,Kaggle_Developers_Salaries_in_2024,Hybird,alexandria,,,,,,,,,,,,
rpa developer,0.0,,,12000,EGP,EGP,12000.0,12000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,Remotley,cairo,,,,,,,,,,,,
marketing manager,6.0,,,10000,EGP,EGP,10000.0,10000.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,alex,,,,,,,,,,,,
frontend,1.0,,,9000,EGP,EGP,9000.0,9000.0,2024-02-29,Kaggle_Developers_Salaries_in_2024,Remotley,saudi,,,,,,,,,,,,
product engineer (machine learning),0.0,,,27000,EGP,EGP,27000.0,27000.0,2023-08-23,Kaggle_Developers_Salaries_in_2024,Hybird,cairo,,,,,,,,,,,,
principal design development engineer,9.0,,,24000,EGP,EGP,24000.0,24000.0,2024-01-01,Kaggle_Developers_Salaries_in_2024,On Site,cairo,,,,,,,,,,,,
radiologist,2.0,,,2500,EGP,EGP,2500.0,2500.0,2024-02-22,Kaggle_Developers_Salaries_in_2024,On Site,tanta,,,,,,,,,,,,
