job_title_clean,salary_target,experience_years_clean,location_clean,work_mode_clean,level_clean
ui/ux designer/engineer,28000.0,4.0,Greater Cairo,Hybrid,Unknown
backend engineer,28500.0,3.0,Greater Cairo,Hybrid,Unknown
technical support,28000.0,2.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,15000.0,2.0,Greater Cairo,On-Site,Unknown
security/network engineer,25000.0,1.0,Greater Cairo,Hybrid,Unknown
product owner,20000.0,2.0,Greater Cairo,Hybrid,Unknown
frontend engineer,25000.0,5.0,Greater Cairo,On-Site,Unknown
"r&d engineer (computer vision, nlp, etc.)",47900.0,2.0,No Site In Egypt,On-Site,Unknown
engineering manager,143000.0,12.0,Greater Cairo,Hybrid,Lead/Manager
backend engineer,89573.0,4.0,Greater Cairo,Hybrid,Unknown
qa / sdet engineer,28000.0,3.0,Greater Cairo,Remote,Unknown
full-stack engineer,15000.0,2.0,Alexandria,On-Site,Unknown
qa / sdet engineer,27000.0,4.0,Greater Cairo,Remote,Unknown
full-stack engineer,28740.0,2.0,Greater Cairo,Remote,Unknown
security/network engineer,154000.0,15.0,Greater Cairo,Hybrid,Unknown
backend engineer,6000.0,1.0,Alexandria,Remote,Unknown
full-stack engineer,20000.0,2.0,Greater Cairo,Hybrid,Unknown
backend engineer,32093.0,5.0,Greater Cairo,Hybrid,Unknown
data analytics,18750.0,2.0,Greater Cairo,On-Site,Unknown
backend engineer,23000.0,1.0,Greater Cairo,Hybrid,Unknown
embedded systems engineer,40500.0,4.0,Greater Cairo,Hybrid,Unknown
mobile development engineer,44500.0,3.0,Greater Cairo,Hybrid,Unknown
backend engineer,18850.0,2.0,Alexandria,Hybrid,Unknown
backend engineer,14000.0,1.0,Greater Cairo,Hybrid,Unknown
backend engineer,95033.6,4.0,Greater Cairo,Remote,Unknown
backend engineer,18950.0,2.0,Alexandria,Hybrid,Unknown
backend engineer,22752.5,3.0,Tanta,Remote,Unknown
engineering manager,110000.0,6.0,Greater Cairo,Hybrid,Lead/Manager
backend engineer,13000.0,1.0,Greater Cairo,On-Site,Unknown
backend engineer,7000.0,2.0,Alexandria,On-Site,Unknown
backend engineer,29937.5,4.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,60000.0,3.0,Greater Cairo,On-Site,Unknown
ai & automation engineer,29000.0,0.0,Greater Cairo,Hybrid,Unknown
backend engineer,21300.0,1.0,Greater Cairo,Hybrid,Unknown
backend engineer,13000.0,0.0,Greater Cairo,Remote,Unknown
backend engineer,3000.0,1.0,Greater Cairo,Hybrid,Unknown
frontend engineer,8000.0,1.0,Greater Cairo,Remote,Unknown
devops / sre / platform,15000.0,1.0,Greater Cairo,Hybrid,Senior
security/network engineer,81200.0,13.0,Greater Cairo,Hybrid,Unknown
qa / sdet engineer,13000.0,0.0,Greater Cairo,On-Site,Unknown
data engineer,29000.0,2.0,Greater Cairo,Remote,Unknown
frontend engineer,47900.0,3.0,Greater Cairo,Hybrid,Unknown
technical support,96666.0,11.0,Greater Cairo,Hybrid,Unknown
technical support,16200.0,2.0,Greater Cairo,Remote,Unknown
mobile development engineer,17000.0,3.0,Mansoura,On-Site,Unknown
security/network engineer,77500.0,11.0,Greater Cairo,Hybrid,Unknown
qa / sdet engineer,48000.0,2.0,Greater Cairo,Hybrid,Unknown
engineering manager,96400.0,13.0,Greater Cairo,Hybrid,Lead/Manager
security/network engineer,71400.0,5.0,Greater Cairo,Hybrid,Unknown
engineering manager,91000.0,11.0,Greater Cairo,Hybrid,Lead/Manager
security/network engineer,52200.0,3.0,Greater Cairo,Hybrid,Unknown
data scientist,15000.0,1.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,66800.0,7.0,Greater Cairo,Hybrid,Unknown
systems architect,79200.0,12.0,Greater Cairo,Hybrid,Unknown
devops / sre / platform,47900.0,4.0,Greater Cairo,Hybrid,Senior
product manager,22000.0,2.0,Greater Cairo,Hybrid,Lead/Manager
engineering manager,103800.0,13.0,Greater Cairo,On-Site,Lead/Manager
engineering manager,152800.0,15.0,Greater Cairo,Hybrid,Lead/Manager
backend engineer,16000.0,2.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,57480.0,4.0,Greater Cairo,Hybrid,Unknown
security/network engineer,55000.0,4.0,Greater Cairo,Hybrid,Unknown
data analytics,25000.0,2.0,Greater Cairo,Hybrid,Unknown
backend engineer,38320.0,3.0,Greater Cairo,Hybrid,Unknown
backend engineer,25000.0,2.0,Greater Cairo,Hybrid,Unknown
ai & automation engineer,45000.0,4.0,Greater Cairo,Hybrid,Unknown
backend engineer,16000.0,0.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,92000.0,4.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,10500.0,1.0,Greater Cairo,On-Site,Unknown
backend engineer,62270.0,5.0,Greater Cairo,Hybrid,Unknown
backend engineer,31500.0,3.0,Greater Cairo,Hybrid,Unknown
data analytics,80000.0,13.0,Greater Cairo,On-Site,Unknown
backend engineer,41673.0,2.0,Greater Cairo,Remote,Unknown
backend engineer,35000.0,3.0,Greater Cairo,Hybrid,Unknown
devops / sre / platform,25000.0,3.0,Greater Cairo,Hybrid,Senior
devops / sre / platform,39500.0,3.0,Greater Cairo,Hybrid,Senior
frontend engineer,26345.0,3.0,Greater Cairo,Remote,Unknown
"executive (c-level, director, etc.)",20000.0,8.0,Greater Cairo,On-Site,Unknown
backend engineer,79035.0,4.0,Alexandria,Hybrid,Unknown
devops / sre / platform,93405.0,3.0,Greater Cairo,Hybrid,Senior
full-stack engineer,8000.0,0.0,Greater Cairo,Hybrid,Unknown
frontend engineer,14000.0,2.0,Greater Cairo,On-Site,Unknown
embedded systems engineer,31000.0,2.0,Greater Cairo,On-Site,Unknown
product manager,32000.0,6.0,Greater Cairo,Hybrid,Lead/Manager
frontend engineer,28500.0,4.0,Greater Cairo,Hybrid,Unknown
backend engineer,110170.0,6.0,Greater Cairo,Remote,Unknown
security/network engineer,11500.0,2.0,Greater Cairo,On-Site,Unknown
data scientist,38000.0,2.0,Greater Cairo,On-Site,Unknown
full-stack engineer,26000.0,2.0,Greater Cairo,Hybrid,Unknown
mobile development engineer,21500.0,4.0,Greater Cairo,On-Site,Unknown
data engineer,18000.0,1.0,Alexandria,On-Site,Unknown
frontend engineer,5000.0,0.0,Greater Cairo,On-Site,Unknown
frontend engineer,25000.0,4.0,Greater Cairo,Hybrid,Unknown
mobile development engineer,25000.0,3.0,No Site In Egypt,Remote,Unknown
backend engineer,60295.0,3.0,Greater Cairo,Remote,Unknown
devops / sre / platform,98195.0,7.0,Greater Cairo,Hybrid,Senior
full-stack engineer,22000.0,1.0,Greater Cairo,Remote,Unknown
backend engineer,143700.0,6.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,9000.0,1.0,Greater Cairo,On-Site,Unknown
backend engineer,14000.0,1.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,34400.0,1.0,Greater Cairo,Remote,Unknown
devops / sre / platform,32000.0,7.0,Greater Cairo,Hybrid,Senior
backend engineer,80000.0,6.0,Greater Cairo,Remote,Unknown
"r&d engineer (computer vision, nlp, etc.)",34000.0,2.0,Greater Cairo,Hybrid,Unknown
backend engineer,15000.0,1.0,Mansoura,On-Site,Unknown
frontend engineer,25500.0,3.0,Greater Cairo,Remote,Unknown
data engineer,11000.0,1.0,Greater Cairo,Hybrid,Unknown
backend engineer,62000.0,7.0,Greater Cairo,Remote,Unknown
frontend engineer,9000.0,1.0,Greater Cairo,On-Site,Unknown
frontend engineer,48750.0,3.0,Greater Cairo,Hybrid,Unknown
backend engineer,86220.0,5.0,Greater Cairo,Remote,Unknown
qa / sdet engineer,15000.0,2.0,Greater Cairo,Remote,Unknown
full-stack engineer,17000.0,0.0,Greater Cairo,Hybrid,Unknown
frontend engineer,52699.0,4.0,Greater Cairo,Hybrid,Unknown
devops / sre / platform,7500.0,2.0,Greater Cairo,On-Site,Senior
backend engineer,5000.0,1.0,Alexandria,On-Site,Unknown
frontend engineer,20000.0,3.0,Alexandria,Hybrid,Unknown
data analytics,19160.0,1.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,15000.0,2.0,Greater Cairo,Hybrid,Unknown
backend engineer,16200.0,1.0,Greater Cairo,Hybrid,Unknown
backend engineer,50000.0,3.0,Greater Cairo,Hybrid,Unknown
devops / sre / platform,52000.0,7.0,Greater Cairo,On-Site,Senior
full-stack engineer,44580.0,3.0,Greater Cairo,Hybrid,Unknown
devops / sre / platform,20000.0,1.0,Greater Cairo,Remote,Senior
"r&d engineer (computer vision, nlp, etc.)",66000.0,5.0,Greater Cairo,Hybrid,Unknown
backend engineer,14000.0,1.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,16500.0,3.0,Greater Cairo,Hybrid,Unknown
product owner,35000.0,2.0,Greater Cairo,On-Site,Unknown
"hardware engineer (semiconductors, digital design, electronics, etc)",95800.0,0.0,Greater Cairo,On-Site,Unknown
"hardware engineer (semiconductors, digital design, electronics, etc)",214831.5,5.0,Greater Cairo,Hybrid,Unknown
qa / sdet engineer,36000.0,5.0,Greater Cairo,Remote,Unknown
full-stack engineer,39900.0,4.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,15000.0,1.0,Alexandria,On-Site,Unknown
mobile development engineer,52690.0,3.0,No Site In Egypt,On-Site,Unknown
qa / sdet engineer,40000.0,4.0,Greater Cairo,Remote,Unknown
data scientist,46000.0,3.0,Greater Cairo,Hybrid,Unknown
backend engineer,6695.0,1.0,Alexandria,Remote,Unknown
frontend engineer,30000.0,2.0,Greater Cairo,Remote,Unknown
data engineer,21000.0,2.0,Greater Cairo,Hybrid,Unknown
backend engineer,7000.0,1.0,Greater Cairo,On-Site,Unknown
devops / sre / platform,60000.0,2.0,Greater Cairo,Hybrid,Senior
backend engineer,18000.0,2.0,Alexandria,Hybrid,Unknown
mobile development engineer,15000.0,2.0,Greater Cairo,On-Site,Unknown
ui/ux designer/engineer,167650.0,5.0,No Site In Egypt,On-Site,Unknown
full-stack engineer,81430.0,9.0,Greater Cairo,Remote,Unknown
backend engineer,357850.0,3.0,Greater Cairo,Hybrid,Unknown
frontend engineer,27175.0,2.0,Greater Cairo,Hybrid,Unknown
security/network engineer,45000.0,5.0,Greater Cairo,Remote,Unknown
devops / sre / platform,47600.0,3.0,Greater Cairo,Hybrid,Senior
data analytics,12400.0,2.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,37000.0,6.0,Greater Cairo,On-Site,Unknown
product manager,21000.0,1.0,Greater Cairo,Hybrid,Lead/Manager
data analytics,28000.0,2.0,Greater Cairo,Remote,Unknown
devops / sre / platform,15000.0,1.0,Greater Cairo,Hybrid,Senior
mobile development engineer,47600.0,7.0,Greater Cairo,Hybrid,Unknown
frontend engineer,28500.0,2.0,Greater Cairo,On-Site,Unknown
full-stack engineer,9000.0,2.0,Port Said,On-Site,Unknown
backend engineer,8500.0,0.0,Greater Cairo,On-Site,Unknown
backend engineer,67060.0,4.0,Greater Cairo,Remote,Unknown
technical support,22855.0,4.0,Greater Cairo,Hybrid,Unknown
mobile development engineer,26000.0,1.0,Greater Cairo,Hybrid,Unknown
ai & automation engineer,17000.0,0.0,Greater Cairo,Hybrid,Unknown
frontend engineer,19160.0,1.0,Alexandria,Remote,Unknown
product owner,26000.0,2.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,19000.0,7.0,Greater Cairo,Remote,Unknown
product owner,43110.0,6.0,Greater Cairo,Remote,Unknown
engineering manager,103943.0,7.0,Greater Cairo,Hybrid,Lead/Manager
full-stack engineer,38000.0,6.0,Greater Cairo,Remote,Unknown
qa / sdet engineer,16000.0,1.0,Greater Cairo,Remote,Unknown
frontend engineer,40000.0,2.0,Greater Cairo,Remote,Unknown
frontend engineer,50916.0,5.0,Greater Cairo,Hybrid,Unknown
backend engineer,62000.0,8.0,Greater Cairo,Remote,Unknown
backend engineer,15000.0,1.0,Greater Cairo,Hybrid,Unknown
data scientist,20750.0,1.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,16000.0,1.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,82240.0,5.0,Greater Cairo,Remote,Unknown
full-stack engineer,20500.0,2.0,Greater Cairo,On-Site,Unknown
data engineer,12000.0,1.0,Greater Cairo,On-Site,Unknown
full-stack engineer,33000.0,5.0,Greater Cairo,Remote,Unknown
full-stack engineer,27562.5,2.0,Greater Cairo,Hybrid,Unknown
backend engineer,21200.0,1.0,Greater Cairo,Hybrid,Unknown
backend engineer,16000.0,2.0,Alexandria,Hybrid,Unknown
frontend engineer,23500.0,3.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,20000.0,1.0,Greater Cairo,Remote,Unknown
mobile development engineer,15272.92,1.0,Alexandria,Hybrid,Unknown
data scientist,54000.0,5.0,Greater Cairo,Remote,Unknown
backend engineer,21000.0,1.0,Greater Cairo,Hybrid,Unknown
data engineer,64166.0,3.0,Greater Cairo,Remote,Unknown
mobile development engineer,80000.0,8.0,Greater Cairo,Remote,Unknown
data scientist,25000.0,2.0,Greater Cairo,On-Site,Unknown
backend engineer,54000.0,6.0,Greater Cairo,Hybrid,Unknown
technical support,23300.0,1.0,Greater Cairo,On-Site,Unknown
mobile development engineer,6000.0,1.0,Greater Cairo,On-Site,Unknown
mobile development engineer,26000.0,5.0,Greater Cairo,Remote,Unknown
data analytics,7500.0,2.0,Alexandria,On-Site,Unknown
security/network engineer,9100.0,3.0,Greater Cairo,Remote,Unknown
mobile development engineer,40800.0,5.0,Greater Cairo,Hybrid,Unknown
security/network engineer,32000.0,5.0,Greater Cairo,Hybrid,Unknown
backend engineer,50000.0,2.0,Greater Cairo,Remote,Unknown
full-stack engineer,14000.0,1.0,Greater Cairo,On-Site,Unknown
mobile development engineer,28000.0,3.0,Greater Cairo,Hybrid,Unknown
data analytics,25000.0,1.0,Greater Cairo,On-Site,Unknown
qa / sdet engineer,53552.2,6.0,Greater Cairo,Remote,Unknown
backend engineer,17300.0,2.0,Greater Cairo,Hybrid,Unknown
frontend engineer,89950.0,6.0,Greater Cairo,Hybrid,Unknown
backend engineer,23000.0,2.0,Greater Cairo,Hybrid,Unknown
backend engineer,32000.0,2.0,Greater Cairo,Hybrid,Unknown
data scientist,10000.0,2.0,Greater Cairo,Hybrid,Unknown
embedded systems engineer,6000.0,0.0,Greater Cairo,On-Site,Unknown
ai & automation engineer,20000.0,1.0,No Site In Egypt,Remote,Unknown
technical support,22500.0,1.0,Greater Cairo,On-Site,Unknown
backend engineer,7000.0,0.0,Greater Cairo,Remote,Unknown
full-stack engineer,41673.0,5.0,Greater Cairo,Remote,Unknown
security/network engineer,21200.0,3.0,Greater Cairo,Remote,Unknown
mobile development engineer,86220.0,7.0,Greater Cairo,Hybrid,Unknown
qa / sdet engineer,16200.0,1.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,70000.0,8.0,Greater Cairo,Hybrid,Unknown
embedded systems engineer,35781.3,2.0,Greater Cairo,Remote,Unknown
backend engineer,8000.0,1.0,Greater Cairo,Remote,Unknown
embedded systems engineer,17000.0,1.0,Banha,Hybrid,Unknown
frontend engineer,27000.0,4.0,Greater Cairo,Remote,Unknown
data scientist,13000.0,3.0,Greater Cairo,Hybrid,Unknown
mobile development engineer,23000.0,4.0,Greater Cairo,Hybrid,Unknown
backend engineer,23200.0,2.0,Greater Cairo,Hybrid,Unknown
backend engineer,12000.0,3.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,14000.0,1.0,Assiut,On-Site,Unknown
qa / sdet engineer,23500.0,2.0,Greater Cairo,Hybrid,Unknown
backend engineer,77060.0,3.0,Greater Cairo,Hybrid,Unknown
backend engineer,27000.0,4.0,Greater Cairo,Remote,Unknown
qa / sdet engineer,19000.0,3.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,34303.5,2.0,Alexandria,On-Site,Unknown
frontend engineer,6000.0,1.0,Greater Cairo,On-Site,Unknown
backend engineer,24000.0,1.0,Greater Cairo,Remote,Unknown
mobile development engineer,70000.0,6.0,Greater Cairo,Hybrid,Unknown
frontend engineer,7000.0,2.0,Damietta,On-Site,Unknown
frontend engineer,15000.0,1.0,Alexandria,Hybrid,Unknown
full-stack engineer,45000.0,2.0,Greater Cairo,Remote,Unknown
data analytics,12500.0,1.0,Greater Cairo,Remote,Unknown
data engineer,15000.0,1.0,Greater Cairo,Hybrid,Unknown
backend engineer,10000.0,0.0,Greater Cairo,On-Site,Unknown
embedded systems engineer,67060.0,5.0,Greater Cairo,Hybrid,Unknown
embedded systems engineer,13000.0,0.0,Greater Cairo,On-Site,Unknown
embedded systems engineer,51253.0,3.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,52690.0,4.0,Greater Cairo,Hybrid,Unknown
data engineer,27000.0,2.0,Greater Cairo,On-Site,Unknown
mobile development engineer,46000.0,4.0,Greater Cairo,Hybrid,Unknown
qa / sdet engineer,10000.0,1.0,Greater Cairo,Hybrid,Unknown
backend engineer,22000.0,2.0,Greater Cairo,Hybrid,Unknown
mobile development engineer,330000.0,4.0,Greater Cairo,Hybrid,Unknown
embedded systems engineer,43690.0,2.0,Greater Cairo,Hybrid,Unknown
mobile development engineer,43110.0,2.0,Greater Cairo,Remote,Unknown
backend engineer,32000.0,2.0,Alexandria,Remote,Unknown
frontend engineer,45000.0,5.0,Alexandria,Remote,Unknown
backend engineer,22000.0,2.0,Greater Cairo,Hybrid,Unknown
data analytics,7000.0,0.0,Greater Cairo,On-Site,Unknown
devops / sre / platform,30000.0,3.0,Greater Cairo,Remote,Senior
ui/ux designer/engineer,35000.0,8.0,Greater Cairo,Hybrid,Unknown
embedded systems engineer,15200.0,1.0,Banha,Hybrid,Unknown
frontend engineer,14500.0,1.0,Greater Cairo,Remote,Unknown
qa / sdet engineer,13200.0,1.0,Greater Cairo,Hybrid,Unknown
qa / sdet engineer,51000.0,3.0,Greater Cairo,Remote,Unknown
data analytics,6000.0,1.0,Greater Cairo,Hybrid,Unknown
security/network engineer,71850.0,5.0,Greater Cairo,Hybrid,Unknown
embedded systems engineer,38000.0,2.0,Greater Cairo,Hybrid,Unknown
product owner,38000.0,3.0,Greater Cairo,Hybrid,Unknown
embedded systems engineer,51914.0,1.0,Greater Cairo,Hybrid,Unknown
embedded systems engineer,42500.0,1.0,Greater Cairo,Hybrid,Unknown
frontend engineer,30000.0,3.0,Greater Cairo,Remote,Unknown
"r&d engineer (computer vision, nlp, etc.)",18500.0,2.0,Greater Cairo,Remote,Unknown
embedded systems engineer,62270.0,4.0,Greater Cairo,Hybrid,Unknown
backend engineer,90000.0,6.0,Greater Cairo,Remote,Unknown
data engineer,38000.0,2.0,Greater Cairo,Remote,Unknown
scrum master,44000.0,10.0,Greater Cairo,Remote,Unknown
backend engineer,16250.0,1.0,Greater Cairo,Hybrid,Unknown
backend engineer,5500.0,1.0,Greater Cairo,Remote,Unknown
backend engineer,20000.0,1.0,Greater Cairo,Hybrid,Unknown
frontend engineer,47000.0,5.0,Greater Cairo,Remote,Unknown
data engineer,35000.0,3.0,Greater Cairo,On-Site,Unknown
product owner,52690.0,5.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,35000.0,4.0,Greater Cairo,Hybrid,Unknown
ui/ux designer/engineer,28000.0,4.0,Greater Cairo,Hybrid,Unknown
qa / sdet engineer,17600.0,2.0,Greater Cairo,Hybrid,Unknown
"r&d engineer (computer vision, nlp, etc.)",181541.0,12.0,Greater Cairo,Remote,Unknown
backend engineer,60000.0,4.0,Greater Cairo,Hybrid,Unknown
qa / sdet engineer,86600.0,5.0,Greater Cairo,Hybrid,Unknown
backend engineer,16000.0,1.0,Greater Cairo,Remote,Unknown
backend engineer,17000.0,1.0,Greater Cairo,Hybrid,Unknown
frontend engineer,37500.0,2.0,Greater Cairo,Hybrid,Unknown
frontend engineer,26000.0,1.0,Greater Cairo,Hybrid,Unknown
engineering manager,59000.0,7.0,Greater Cairo,On-Site,Lead/Manager
mobile development engineer,80000.0,3.0,Greater Cairo,On-Site,Unknown
frontend engineer,58333.0,7.0,Greater Cairo,Hybrid,Unknown
backend engineer,28000.0,3.0,Greater Cairo,On-Site,Unknown
backend engineer,60000.0,7.0,Greater Cairo,Hybrid,Unknown
data scientist,19500.0,1.0,Greater Cairo,Hybrid,Unknown
data analytics,55000.0,3.0,Greater Cairo,Remote,Unknown
backend engineer,15000.0,1.0,Greater Cairo,Remote,Unknown
data analytics,15000.0,0.0,Greater Cairo,Hybrid,Unknown
embedded systems engineer,50000.0,2.0,Greater Cairo,Hybrid,Unknown
engineering manager,118750.0,9.0,Greater Cairo,Hybrid,Lead/Manager
mobile development engineer,30000.0,8.0,Greater Cairo,Hybrid,Unknown
technical support,40500.0,5.0,Greater Cairo,Hybrid,Unknown
technical support,16000.0,0.0,Greater Cairo,Hybrid,Unknown
frontend engineer,44307.5,7.0,Greater Cairo,Hybrid,Unknown
data engineer,15000.0,0.0,Greater Cairo,On-Site,Unknown
qa / sdet engineer,6400.0,2.0,Greater Cairo,On-Site,Unknown
backend engineer,19000.0,1.0,Greater Cairo,On-Site,Unknown
backend engineer,21000.0,2.0,Greater Cairo,Remote,Unknown
ui/ux designer/engineer,22500.0,2.0,Greater Cairo,On-Site,Unknown
devops / sre / platform,33730.0,1.0,Greater Cairo,Remote,Senior
backend engineer,44000.0,4.0,Greater Cairo,Hybrid,Unknown
product owner,64000.0,7.0,Greater Cairo,Hybrid,Unknown
backend engineer,6000.0,1.0,Garbhia,On-Site,Unknown
data analytics,35750.0,4.0,Greater Cairo,Hybrid,Unknown
qa / sdet engineer,38000.0,5.0,Greater Cairo,Hybrid,Unknown
"r&d engineer (computer vision, nlp, etc.)",4000.0,1.0,Greater Cairo,Hybrid,Unknown
security/network engineer,10600.0,1.0,Greater Cairo,On-Site,Unknown
devops / sre / platform,75892.0,4.0,Greater Cairo,Remote,Senior
full-stack engineer,119750.0,6.0,Greater Cairo,On-Site,Unknown
security/network engineer,13000.0,2.0,No Site In Egypt,On-Site,Unknown
backend engineer,16250.0,3.0,Greater Cairo,On-Site,Unknown
"r&d engineer (computer vision, nlp, etc.)",20000.0,1.0,Greater Cairo,Remote,Unknown
"r&d engineer (computer vision, nlp, etc.)",3700.0,1.0,Bni Swife,On-Site,Unknown
backend engineer,48750.0,5.0,Greater Cairo,On-Site,Unknown
data scientist,23000.0,0.0,Greater Cairo,Hybrid,Unknown
mobile development engineer,10000.0,0.0,Greater Cairo,On-Site,Unknown
"executive (c-level, director, etc.)",40000.0,16.0,Greater Cairo,On-Site,Unknown
qa / sdet engineer,61000.0,7.0,Greater Cairo,Remote,Unknown
product owner,42000.0,6.0,Greater Cairo,Hybrid,Unknown
data analytics,32000.0,3.0,Greater Cairo,Hybrid,Unknown
backend engineer,30000.0,4.0,Greater Cairo,Hybrid,Unknown
product owner,15000.0,0.0,Greater Cairo,Remote,Unknown
full-stack engineer,8000.0,1.0,Greater Cairo,On-Site,Unknown
security/network engineer,15800.0,1.0,Greater Cairo,Hybrid,Unknown
technical support,39000.0,8.0,Greater Cairo,On-Site,Unknown
data scientist,19580.0,2.0,Greater Cairo,On-Site,Unknown
technical support,48000.0,7.0,Greater Cairo,Hybrid,Unknown
data analytics,9000.0,1.0,Greater Cairo,Hybrid,Unknown
technical support,43000.0,3.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,25000.0,2.0,Greater Cairo,On-Site,Unknown
backend engineer,10000.83,0.0,Alexandria,On-Site,Unknown
technical support,6500.0,1.0,Mansoura,On-Site,Unknown
ui/ux designer/engineer,8000.0,1.0,Alexandria,On-Site,Unknown
full-stack engineer,50000.0,3.0,Greater Cairo,Remote,Unknown
technical support,30000.0,3.0,Greater Cairo,Hybrid,Unknown
backend engineer,35000.0,13.0,Greater Cairo,On-Site,Unknown
data analytics,39000.0,4.0,Greater Cairo,Hybrid,Unknown
backend engineer,50000.0,5.0,Greater Cairo,Remote,Unknown
data analytics,7950.0,1.0,Greater Cairo,On-Site,Unknown
ui/ux designer/engineer,9000.0,4.0,Alexandria,On-Site,Unknown
frontend engineer,26000.0,4.0,Greater Cairo,Remote,Unknown
data analytics,12300.0,0.0,Greater Cairo,Hybrid,Unknown
product manager,21600.0,3.0,Greater Cairo,Hybrid,Lead/Manager
"hardware engineer (semiconductors, digital design, electronics, etc)",59500.0,2.0,Greater Cairo,Hybrid,Unknown
backend engineer,88615.0,3.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,38000.0,4.0,Greater Cairo,Remote,Unknown
full-stack engineer,44000.0,17.0,Greater Cairo,On-Site,Unknown
backend engineer,17000.0,1.0,Greater Cairo,Hybrid,Unknown
crm developer,31000.0,1.0,Greater Cairo,Hybrid,Unknown
devops / sre / platform,14800.0,1.0,Greater Cairo,Remote,Senior
full-stack engineer,11000.0,2.0,Greater Cairo,Remote,Unknown
data engineer,35000.0,2.0,Greater Cairo,Remote,Unknown
backend engineer,14800.0,2.0,Greater Cairo,Hybrid,Unknown
backend engineer,5000.0,0.0,Greater Cairo,Remote,Unknown
frontend engineer,43000.0,5.0,Greater Cairo,Hybrid,Unknown
devops / sre / platform,44333.0,5.0,Greater Cairo,Hybrid,Senior
full-stack engineer,110170.0,4.0,Greater Cairo,Remote,Unknown
crm developer,15150.0,1.0,Alexandria,Hybrid,Unknown
frontend engineer,17000.0,1.0,Greater Cairo,Hybrid,Unknown
mobile development engineer,55000.0,7.0,Greater Cairo,Hybrid,Unknown
product owner,25000.0,3.0,Alexandria,Hybrid,Unknown
backend engineer,10000.0,0.5,Greater Cairo,Hybrid,Unknown
data scientist,31135.0,2.0,Greater Cairo,On-Site,Unknown
"executive (c-level, director, etc.)",115000.0,10.0,Greater Cairo,Hybrid,Unknown
backend engineer,21000.0,1.0,Greater Cairo,Hybrid,Unknown
"r&d engineer (computer vision, nlp, etc.)",15000.0,1.0,Greater Cairo,On-Site,Unknown
"r&d engineer (computer vision, nlp, etc.)",30000.0,3.0,Greater Cairo,On-Site,Unknown
product manager,33000.0,4.0,Greater Cairo,Hybrid,Lead/Manager
frontend engineer,45000.0,5.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,20000.0,5.0,Greater Cairo,Hybrid,Unknown
scrum master,30000.0,4.0,Greater Cairo,Hybrid,Unknown
product manager,125000.0,10.0,Greater Cairo,Hybrid,Lead/Manager
product manager,22000.0,2.0,Greater Cairo,Hybrid,Lead/Manager
product manager,71850.0,5.0,Greater Cairo,On-Site,Lead/Manager
backend engineer,35925.0,4.0,Greater Cairo,Remote,Unknown
backend engineer,50000.0,4.0,No Site In Egypt,Hybrid,Unknown
product manager,35000.0,6.0,Greater Cairo,On-Site,Lead/Manager
devops / sre / platform,44000.0,3.0,Greater Cairo,Hybrid,Senior
backend engineer,23768.0,0.0,Greater Cairo,Hybrid,Unknown
product manager,95000.0,9.0,Greater Cairo,Hybrid,Lead/Manager
frontend engineer,10000.0,1.0,Greater Cairo,On-Site,Unknown
data engineer,23000.0,2.0,Greater Cairo,Hybrid,Unknown
full-stack engineer,22800.0,10.0,Greater Cairo,On-Site,Unknown
product manager,293700.0,8.0,Greater Cairo,Hybrid,Lead/Manager
backend engineer,3500.0,0.0,Greater Cairo,On-Site,Unknown
qa / sdet engineer,45000.0,3.0,Greater Cairo,Remote,Unknown
backend engineer,39370.0,4.0,Greater Cairo,Hybrid,Unknown
frontend engineer,30000.0,5.0,Greater Cairo,Remote,Unknown
backend engineer,67060.0,5.0,Greater Cairo,Hybrid,Unknown
data engineer,11000.0,2.0,Greater Cairo,Hybrid,Unknown
security/network engineer,34500.0,2.0,Greater Cairo,Hybrid,Unknown
ui/ux designer/engineer,19160.0,1.0,No Site In Egypt,Remote,Unknown
frontend engineer,15000.0,1.0,Greater Cairo,Remote,Unknown
