job_title_clean,salary_target,experience_years_clean,location_clean,work_mode_clean,level_clean,job_title_standardized
.net developer,32000.0,3.0,Greater Cairo,Hybrid,Unknown,back end engineer
django developer,45000.0,4.0,Greater Cairo,Hybrid,Unknown,back end engineer
data analyst,10700.0,2.0,Greater Cairo,On-Site,Unknown,data/ai engineer
devops engineer,17000.0,1.0,Greater Cairo,Remote,Unknown,devops engineer
siebel crm developer,14500.0,1.0,Greater Cairo,On-Site,Unknown,back end engineer
cyber security engineer,40000.0,1.0,Dubai,Remote,Unknown,cybersecurity engineer
flutter,20000.0,1.0,Unknown,Remote,Unknown,mobile engineer
frontend developer,8000.0,1.0,Saudi,Remote,Unknown,front end engineer
laravel developer,8000.0,2.0,Greater Cairo,On-Site,Unknown,back end engineer
full stack node angular,16000.0,2.0,Greater Cairo,Remote,Unknown,front end engineer
backend developer,12000.0,1.0,Unknown,Remote,Unknown,back end engineer
data engineer intern,12000.0,0.6000000000000001,Greater Cairo,Hybrid,Unknown,data/ai engineer
full stack .net and react developer,8000.0,1.0,Greater Cairo,Hybrid,Unknown,front end engineer
software engineer and team lead,200000.0,14.0,Poznan,Hybrid,Lead/Manager,back end engineer
frontend developer react,6000.0,2.5,Canada,Remote,Unknown,front end engineer
software engineer,20000.0,3.0,Greater Cairo,Hybrid,Unknown,back end engineer
frontend developer,60000.0,3.0,Greater Cairo,Remote,Unknown,front end engineer
software support engineer,8000.0,3.0,Greater Cairo,Hybrid,Unknown,technical support engineer
software qa,20000.0,1.0,Greater Cairo,Remote,Unknown,software testing engineer
embedded software engineer,40000.0,2.0,Greater Cairo,Hybrid,Unknown,embedded engineer
android-flutter,40000.0,7.0,"Egypt, Dubai",Remote,Unknown,mobile engineer
devops engineer,23900.0,1.0,Greater Cairo,Hybrid,Unknown,devops engineer
.net developer,30000.0,4.0,Greater Cairo,Hybrid,Unknown,back end engineer
android developer,20000.0,4.0,Unknown,Hybrid,Unknown,mobile engineer
.net developer,16000.0,1.0,Greater Cairo,On-Site,Unknown,back end engineer
frontend developer,8000.0,1.0,Greater Cairo,Remote,Unknown,front end engineer
mechanical maintenance engineer,15700.0,5.0,Sokhna,On-Site,Unknown,data/ai engineer
principal .net developer,37500.0,6.5,Alexandria,On-Site,Unknown,back end engineer
full stack developer,23500.0,3.0,Greater Cairo,Remote,Unknown,full stack engineer
associate software engineer development consultant,16000.0,0.6000000000000001,Greater Cairo,Hybrid,Unknown,cybersecurity engineer
php developer,25000.0,5.0,Dubai,Remote,Unknown,back end engineer
.net developer,27000.0,1.5,Greater Cairo,Hybrid,Unknown,back end engineer
frontend developer,22000.0,1.5,Greater Cairo,Hybrid,Unknown,front end engineer
data analyst,15000.0,2.0,Greater Cairo,Hybrid,Unknown,data/ai engineer
full stack developer using .net,12000.0,1.0,Greater Cairo,Remote,Unknown,full stack engineer
business intelligence developer,20000.0,1.0,Greater Cairo,Hybrid,Unknown,data/ai engineer
software engineer,18000.0,1.5,Greater Cairo,Remote,Unknown,back end engineer
software testing,24000.0,1.0,Greater Cairo,Hybrid,Unknown,software testing engineer
.net developer,30000.0,3.0,Greater Cairo,Hybrid,Unknown,back end engineer
ui developer,20000.0,4.0,Unknown,Remote,Unknown,ui/ux designer
data analyst and it support,20000.0,18.0,Greater Cairo,Unknown,Unknown,technical support engineer
technical support team lead,75000.0,9.0,Greater Cairo,Remote,Lead/Manager,technical support engineer
quality control and automation engineer,22400.0,2.0,Greater Cairo,Hybrid,Unknown,software testing engineer
flutter developer,14000.0,1.0,Greater Cairo,Hybrid,Unknown,mobile engineer
data analyst and operation executive,10000.0,3.0,Greater Cairo,On-Site,Unknown,data/ai engineer
android developer,30000.0,2.0,Greater Cairo,Remote,Unknown,mobile engineer
application support engineer,27000.0,5.5,Greater Cairo,Hybrid,Unknown,technical support engineer
fontend developer (angular),25000.0,1.0,Greater Cairo,Remote,Unknown,front end engineer
frontend developer | react developer,18000.0,1.5,Greater Cairo,Hybrid,Unknown,front end engineer
devops engineer,25000.0,1.0,Greater Cairo,Hybrid,Unknown,devops engineer
mobile developer android and ios,30000.0,2.0,Alexandria,Hybrid,Unknown,mobile engineer
data scientist,32000.0,1.0,Greater Cairo,Hybrid,Unknown,data/ai engineer
embedded software developer,26000.0,1.0,Greater Cairo,Hybrid,Unknown,embedded engineer
java developer,55000.0,5.0,Greater Cairo,Hybrid,Unknown,back end engineer
java developer,15000.0,1.0,Greater Cairo,Hybrid,Unknown,back end engineer
senior flutter developer,100000.0,4.0,Greater Cairo,Hybrid,Senior,mobile engineer
software developer,45000.0,4.0,Greater Cairo,Remote,Unknown,back end engineer
embedded sw engineer,10000.0,0.0,Greater Cairo,On-Site,Unknown,embedded engineer
php developer,10000.0,1.0,Greater Cairo,Remote,Unknown,back end engineer
mern develeoper,20000.0,3.0,Greater Cairo,On-Site,Unknown,full stack engineer
devops engineer,29000.0,1.0,Greater Cairo,Hybrid,Unknown,devops engineer
dotnet developer,8000.0,2.0,Greater Cairo,Hybrid,Unknown,back end engineer
android developer,10000.0,1.0,Greater Cairo,Hybrid,Unknown,mobile engineer
devops engineer,10000.0,0.08,Assiut,On-Site,Unknown,devops engineer
java,20000.0,1.0,Greater Cairo,On-Site,Unknown,back end engineer
r&d computer vision,15000.0,1.0,Greater Cairo,Remote,Unknown,data/ai engineer
frontend developer | vue.js,5000.0,0.0,Mansoura,On-Site,Unknown,front end engineer
mearn full stack developer,10000.0,0.5,America,Remote,Unknown,full stack engineer
frontend developer,75000.0,4.0,Unknown,Hybrid,Unknown,front end engineer
full stack developer,5000.0,2.0,Greater Cairo,Remote,Unknown,full stack engineer
.net developer,9000.0,1.0,Benha,Hybrid,Unknown,back end engineer
bi developer,10000.0,1.0,6 October,On-Site,Unknown,data/ai engineer
full stack developer (mern),20000.0,2.0,India,Remote,Unknown,full stack engineer
full stack developer,21000.0,3.0,Greater Cairo,Hybrid,Unknown,full stack engineer
backend .netasp,10000.0,1.0,Greater Cairo,On-Site,Unknown,back end engineer
data engineer,18000.0,1.0,Greater Cairo,Hybrid,Unknown,data/ai engineer
android developer,9000.0,1.5,Greater Cairo,Remote,Unknown,mobile engineer
php,8000.0,0.0,Unknown,On-Site,Unknown,back end engineer
data analyst,4500.0,3.0,Greater Cairo,On-Site,Unknown,data/ai engineer
ios developer,12000.0,1.0,Greater Cairo,Hybrid,Unknown,mobile engineer
data scientist,25000.0,0.0,Unknown,On-Site,Unknown,data/ai engineer
asp dot net and angular software engineer,12000.0,2.0,Greater Cairo,On-Site,Unknown,front end engineer
iot embedded sw engineer,9000.0,2.0,Greater Cairo,On-Site,Unknown,embedded engineer
business intelligence engineer,27500.0,2.0,Greater Cairo,Hybrid,Unknown,data/ai engineer
sr. front end developer,65000.0,7.0,Smart Villages,On-Site,Senior,front end engineer
php developer,7000.0,1.0,Tanta,Hybrid,Unknown,back end engineer
data scientist,16000.0,1.0,Greater Cairo,Hybrid,Unknown,data/ai engineer
full stack .net | angular | mssql,6000.0,0.0,Unknown,Remote,Unknown,front end engineer
ml instructor for kids,120000.0,0.0,Greater Cairo,Remote,Unknown,data/ai engineer
.net developer,15000.0,3.0,Unknown,Remote,Unknown,back end engineer
backend developer,10000.0,0.0,Greater Cairo,On-Site,Unknown,back end engineer
.net developer,12000.0,3.0,Unknown,Remote,Unknown,back end engineer
android,22000.0,4.0,Unknown,Hybrid,Unknown,mobile engineer
flutter developer,10000.0,3.0,Greater Cairo,Hybrid,Unknown,mobile engineer
senior test engineer,34000.0,3.0,Unknown,Hybrid,Senior,software testing engineer
junior software tester,5000.0,1.0,Greater Cairo,On-Site,Junior,software testing engineer
senior backend .netdeveloper,32000.0,3.0,Greater Cairo,On-Site,Senior,back end engineer
android developer,15000.0,1.5,Greater Cairo,Hybrid,Unknown,mobile engineer
laravel developer,8000.0,0.25,Greater Cairo,Remote,Unknown,back end engineer
oracle developer,12000.0,1.0,Greater Cairo,On-Site,Unknown,back end engineer
java developer,8000.0,0.25,Greater Cairo,On-Site,Unknown,back end engineer
java developer,30000.0,2.5,Greater Cairo,On-Site,Unknown,back end engineer
junior web developer,35000.0,1.0,Greater Cairo,Hybrid,Junior,back end engineer
software engineer,18000.0,2.0,Greater Cairo,Hybrid,Unknown,back end engineer
front end developer,9000.0,2.0,Alexandria,On-Site,Unknown,front end engineer
mern stack developer,7000.0,0.5,Greater Cairo,On-Site,Unknown,full stack engineer
full stack .net & angular,20000.0,2.4,Unknown,Remote,Unknown,front end engineer
android instructor,10000.0,4.0,Unknown,Hybrid,Unknown,mobile engineer
front end developer angular,30000.0,3.0,Greater Cairo,Hybrid,Unknown,front end engineer
.net full stack,15000.0,1.0,Greater Cairo,Hybrid,Unknown,full stack engineer
back end developer (node.js),10000.0,2.0,Dubai,Remote,Unknown,back end engineer
.net developer,36000.0,4.0,Greater Cairo,Hybrid,Unknown,back end engineer
react developer,8000.0,1.5,Alexandria,On-Site,Unknown,front end engineer
data engineer,15000.0,0.0,Greater Cairo,Remote,Unknown,data/ai engineer
.net developer,15000.0,2.0,Ksa,Hybrid,Unknown,back end engineer
full stack developer,6000.0,3.0,Greater Cairo,Hybrid,Unknown,full stack engineer
senior full stack developer,43000.0,5.0,Greater Cairo,On-Site,Senior,full stack engineer
ml engineer,20000.0,2.0,Greater Cairo,On-Site,Unknown,data/ai engineer
ai engineer,13000.0,0.0,"Amman, Jordan",Hybrid,Unknown,data/ai engineer
frontend developer,8000.0,2.0,Greater Cairo,Hybrid,Unknown,front end engineer
software engineering lead,60000.0,8.0,Greater Cairo,Hybrid,Lead/Manager,back end engineer
software testing,10000.0,1.0,Unknown,Remote,Unknown,software testing engineer
oracle dba,15000.0,1.0,Greater Cairo,Hybrid,Unknown,back end engineer
sr. business intelligence developer,60000.0,4.0,Greater Cairo,Hybrid,Senior,data/ai engineer
senior front end engineer,150000.0,6.0,Usa,Remote,Senior,front end engineer
crm developer,45000.0,0.0,"London, England",Remote,Unknown,back end engineer
frontend developer,14500.0,0.5,Greater Cairo,Remote,Unknown,front end engineer
frontend developer,14500.0,0.5,Greater Cairo,Remote,Unknown,front end engineer
flutter developer,9000.0,1.0,Alexandria,On-Site,Unknown,mobile engineer
mern stack,55000.0,3.0,Greater Cairo,Remote,Unknown,full stack engineer
nodejs developer,14000.0,1.0,Greater Cairo,On-Site,Unknown,back end engineer
data scientist,10000.0,0.0,Greater Cairo,Remote,Unknown,data/ai engineer
full stack (java & react),15000.0,1.0,Greater Cairo,Hybrid,Unknown,front end engineer
erp developer,8000.0,0.0,Greater Cairo,Hybrid,Unknown,back end engineer
flutter developer,4000.0,0.6,Dubai,Remote,Unknown,mobile engineer
backend developer,36000.0,0.67,Riyadh,Remote,Unknown,back end engineer
flutter developer,8000.0,1.0,Greater Cairo,Hybrid,Unknown,mobile engineer
java,10000.0,0.0,Greater Cairo,On-Site,Unknown,back end engineer
frontend developer ( vue.js ),30000.0,3.0,Unknown,Remote,Unknown,front end engineer
data analyst,12000.0,1.0,Greater Cairo,On-Site,Unknown,data/ai engineer
data analyst,12000.0,1.0,"Jedah, Saudi Arabia",Remote,Unknown,data/ai engineer
frontend developer,47500.0,2.5,Unknown,Remote,Unknown,front end engineer
java developer,16000.0,0.0,Assuit,On-Site,Unknown,back end engineer
software developer,10000.0,1.0,Greater Cairo,On-Site,Unknown,back end engineer
bi developer,13500.0,0.3,Greater Cairo,On-Site,Unknown,data/ai engineer
bi developer,22000.0,1.3,Greater Cairo,Remote,Unknown,data/ai engineer
machine learning engineer,23000.0,0.0,Greater Cairo,On-Site,Unknown,data/ai engineer
data analyst,5000.0,2.0,Mansoura,On-Site,Unknown,data/ai engineer
.net developer,16000.0,1.0,6 October,Hybrid,Unknown,back end engineer
software engineer (backend java),12000.0,1.0,Greater Cairo,On-Site,Unknown,back end engineer
.net full stack,15000.0,1.0,Alexandria,Hybrid,Unknown,full stack engineer
data governance engineer,14000.0,0.25,Greater Cairo,Hybrid,Unknown,back end engineer
bi developer,10600.0,1.5,Alexandria,On-Site,Unknown,data/ai engineer
.net developer,10000.0,1.0,Mansoura,On-Site,Unknown,back end engineer
php developer,15000.0,5.0,Greater Cairo,Hybrid,Unknown,back end engineer
software developer,15000.0,0.67,Greater Cairo,Hybrid,Unknown,back end engineer
back-end developer,55000.0,5.0,Greater Cairo,Hybrid,Unknown,back end engineer
devops,25000.0,9.0,Greater Cairo,Hybrid,Unknown,devops engineer
data analyst,13000.0,3.0,Greater Cairo,On-Site,Unknown,data/ai engineer
ios developer,16000.0,3.0,Saudi Arabia,Hybrid,Unknown,mobile engineer
data engineer,15000.0,2.0,Greater Cairo,Hybrid,Unknown,data/ai engineer
junior software tester,5000.0,2.0,Mansoura,On-Site,Junior,software testing engineer
.net developer,6000.0,1.0,Mansoura,On-Site,Unknown,back end engineer
data engineer,10000.0,0.08,"France , Egypt , Uae And So On",Hybrid,Unknown,data/ai engineer
.net developer,10000.0,2.0,Mansoura,On-Site,Unknown,back end engineer
.net developer,15000.0,1.0,Greater Cairo,Hybrid,Unknown,back end engineer
java developer,24000.0,0.0,Greater Cairo,Hybrid,Unknown,back end engineer
sre,16000.0,1.0,Greater Cairo,Remote,Senior,devops engineer
ios developer,9000.0,0.0,Greater Cairo,Hybrid,Unknown,mobile engineer
junior embedded systems,28000.0,0.0,Smart Village,On-Site,Junior,embedded engineer
full stack (laravel-vuejs),25000.0,3.0,Greater Cairo,Remote,Unknown,front end engineer
.net developer,20000.0,2.0,Greater Cairo,Hybrid,Unknown,back end engineer
devops engineer,16000.0,1.0,Greater Cairo,Hybrid,Unknown,devops engineer
ios developer,25000.0,3.0,Greater Cairo,Hybrid,Unknown,mobile engineer
software tester,20000.0,3.0,Greater Cairo,Hybrid,Unknown,software testing engineer
android developer,17000.0,1.0,Greater Cairo,Hybrid,Unknown,mobile engineer
full-stack developer,45000.0,3.0,"Riyadh, Saudi Arabia",Remote,Unknown,full stack engineer
software tester,9000.0,1.0,Greater Cairo,On-Site,Unknown,software testing engineer
data analytics engineer,16500.0,1.5,Greater Cairo,Hybrid,Unknown,data/ai engineer
. net fullstack developer,32000.0,2.0,Unknown,On-Site,Unknown,full stack engineer
android developer,35000.0,1.0,Iraq,Remote,Unknown,mobile engineer
frontend developer,3500.0,2.0,Alexandria,Remote,Unknown,front end engineer
php laravel developer,14000.0,4.0,Dubai,Remote,Unknown,back end engineer
bi developer,24000.0,2.0,Greater Cairo,Remote,Unknown,data/ai engineer
flutter developer,4000.0,0.33,Greater Cairo,On-Site,Unknown,mobile engineer
devops engineer,17000.0,1.0,Greater Cairo,Hybrid,Unknown,devops engineer
senior devops engineer,47000.0,3.0,Greater Cairo,Hybrid,Senior,devops engineer
mid level java,28500.0,2.0,Smart Village,Remote,Unknown,back end engineer
juniot front end developer,23000.0,3.0,Maadi,Hybrid,Unknown,front end engineer
php developer,30000.0,3.0,Greater Cairo,On-Site,Unknown,back end engineer
java developer,12000.0,0.0,Greater Cairo,On-Site,Unknown,back end engineer
computer vision,16000.0,1.5,Greater Cairo,Remote,Unknown,data/ai engineer
data analyst,24000.0,3.0,Unknown,On-Site,Unknown,data/ai engineer
dotnet developer,30000.0,4.0,Ksa,Hybrid,Unknown,back end engineer
flutter developer,18000.0,2.0,United States,Remote,Unknown,mobile engineer
software engineer,25000.0,0.0,Greater Cairo,Remote,Unknown,back end engineer
frontend react,4000.0,0.5,Greater Cairo,Hybrid,Unknown,front end engineer
full-stack engineer,16000.0,1.0,Greater Cairo,Hybrid,Unknown,full stack engineer
software engineer,22700.0,1.0,Unknown,Hybrid,Unknown,back end engineer
full stack .net developer,10000.0,1.0,Mansoura,Hybrid,Unknown,full stack engineer
frontend developer react,15800.0,1.0,Greater Cairo,Hybrid,Unknown,front end engineer
java spring dev,13000.0,0.0,Greater Cairo,Hybrid,Unknown,back end engineer
netsuite technical developer (javascript developer),27000.0,2.0,Greater Cairo,Remote,Unknown,front end engineer
front end,8000.0,1.0,Greater Cairo,On-Site,Unknown,front end engineer
ios developer,15000.0,1.0,Greater Cairo,Hybrid,Unknown,mobile engineer
flutter developer,12000.0,1.5,El Mohandseen,On-Site,Unknown,mobile engineer
software engineer,11500.0,1.5,Smart Village,On-Site,Unknown,back end engineer
flutter developer,18000.0,4.0,Menofia,On-Site,Unknown,mobile engineer
machine learning engineer,35000.0,2.0,Greater Cairo,Hybrid,Unknown,data/ai engineer
lead mobile engineer,34000.0,6.5,Greater Cairo,Hybrid,Lead/Manager,mobile engineer
senior front end,70000.0,4.0,Istanbul,Remote,Senior,front end engineer
nodejs developer,15000.0,1.0,Greater Cairo,Hybrid,Unknown,back end engineer
flutter developer,8000.0,2.0,Mansoura,On-Site,Unknown,mobile engineer
fullstack developer,15000.0,1.5,Greater Cairo,Hybrid,Unknown,full stack engineer
frontend developer (angular),25000.0,2.5,Greater Cairo,Hybrid,Unknown,front end engineer
flutter developer,25000.0,3.0,Riyadh,Remote,Unknown,mobile engineer
flutter developer,5000.0,2.0,Dubai,Remote,Unknown,mobile engineer
data scientist,20000.0,5.0,Dubai,Remote,Unknown,data/ai engineer
data engineer,21000.0,0.33,Unknown,Remote,Unknown,data/ai engineer
frontend vuejs,7000.0,1.5,Greater Cairo,Remote,Unknown,front end engineer
data engineer,52000.0,2.0,Greater Cairo,Remote,Unknown,data/ai engineer
.net full stack developer,10000.0,0.0,October,On-Site,Unknown,full stack engineer
vuejs developer,14000.0,0.0,Unknown,Hybrid,Unknown,front end engineer
"software engineer nodejs, react native",16000.0,3.0,Maadi,Remote,Unknown,mobile engineer
software engineer stack java,15000.0,1.0,Greater Cairo,Hybrid,Unknown,back end engineer
react developer,6000.0,1.5,Greater Cairo,Remote,Unknown,front end engineer
php developer,5000.0,1.0,Greater Cairo,Remote,Unknown,back end engineer
php developer,20000.0,2.0,Greater Cairo,On-Site,Unknown,back end engineer
frontend & wordpress deveoper,30000.0,1.5,الرياض,Remote,Unknown,front end engineer
backend developer - node,6000.0,1.0,Ksa,Remote,Unknown,back end engineer
flutter developer,8500.0,0.0,Greater Cairo,Hybrid,Unknown,mobile engineer
software engineer,15000.0,2.0,Greater Cairo,Hybrid,Unknown,back end engineer
.net developer backend,6000.0,0.25,Greater Cairo,Hybrid,Unknown,back end engineer
dotnet developer,6000.0,1.0,Greater Cairo,On-Site,Unknown,back end engineer
software engineer,19000.0,1.5,Greater Cairo,Hybrid,Unknown,back end engineer
php developer laravel,20000.0,4.0,Greater Cairo,On-Site,Unknown,back end engineer
devops,15000.0,2.0,Greater Cairo,Remote,Unknown,devops engineer
react developer,6000.0,1.0,Unknown,On-Site,Unknown,front end engineer
junior software engineer,10000.0,1.0,Greater Cairo,On-Site,Junior,back end engineer
junior software engineer,16000.0,2.0,Greater Cairo,Hybrid,Junior,back end engineer
junior software engineer,20000.0,2.0,Greater Cairo,Hybrid,Junior,back end engineer
software engineer,29000.0,3.0,Greater Cairo,On-Site,Unknown,back end engineer
senior java backend,120000.0,4.0,Riyadh,Remote,Senior,back end engineer
full stack python and react,15000.0,0.0,Greater Cairo,Hybrid,Unknown,front end engineer
react developer,18000.0,3.0,Greater Cairo,On-Site,Unknown,front end engineer
nodejs developer,9000.0,0.5,New Damietta,On-Site,Unknown,back end engineer
django,15000.0,0.0,Unknown,Hybrid,Unknown,back end engineer
react developer,10000.0,1.0,Greater Cairo,Remote,Unknown,front end engineer
full stack .net developer,15300.0,0.17,Kuwait,Hybrid,Unknown,full stack engineer
.net developer,12000.0,2.0,10Th Of Ramadan,On-Site,Unknown,back end engineer
data analyst,14000.0,2.0,Greater Cairo,On-Site,Unknown,data/ai engineer
react native developer,30000.0,4.0,Unknown,Remote,Unknown,mobile engineer
data engineer,11000.0,1.0,Unknown,Hybrid,Unknown,data/ai engineer
junior oracle dba,8000.0,0.0,Greater Cairo,On-Site,Junior,back end engineer
full stack developer,11000.0,2.0,Greater Cairo,On-Site,Unknown,full stack engineer
social media specialist,5000.0,0.0,Greater Cairo,On-Site,Unknown,cybersecurity engineer
maintenance engineer,7200.0,2.0,Greater Cairo,On-Site,Unknown,data/ai engineer
software tester,8000.0,0.58,Mansoura,On-Site,Unknown,software testing engineer
backend developer nodejs,16000.0,2.0,Unknown,Remote,Unknown,back end engineer
android developer,7000.0,1.0,Greater Cairo,Remote,Unknown,mobile engineer
social media moderator,5400.0,4.0,Greater Cairo,Remote,Unknown,cybersecurity engineer
php backend developer,16000.0,1.0,Alexandria,Hybrid,Unknown,back end engineer
java spring developer,5000.0,1.0,Greater Cairo,Hybrid,Unknown,back end engineer
.net developer,30000.0,2.0,Mansoura,Hybrid,Unknown,back end engineer
software testing engineer,18500.0,1.0,Greater Cairo,Hybrid,Unknown,software testing engineer
sr. data engineer,48000.0,3.0,Greater Cairo,Hybrid,Senior,data/ai engineer
flutter developer,6000.0,1.0,Shebin Elkom,On-Site,Unknown,mobile engineer
android developer4,175000.0,4.0,"Austria, But I'M In Egypt",Remote,Unknown,mobile engineer
.net developer,24000.0,2.0,Greater Cairo,Hybrid,Unknown,back end engineer
maintenance planner,20000.0,10.0,Greater Cairo,Hybrid,Unknown,data/ai engineer
data analyst,15000.0,3.0,Greater Cairo,Remote,Unknown,data/ai engineer
ios developer,35000.0,3.0,Greater Cairo,Remote,Unknown,mobile engineer
backend sw engineer,30000.0,1.0,Greater Cairo,Hybrid,Unknown,back end engineer
full stack developer,15000.0,2.0,Greater Cairo,Remote,Unknown,full stack engineer
dotnet developer,130000.0,8.0,Europe,Remote,Unknown,back end engineer
php/wordpress developer,27000.0,4.0,Greater Cairo,On-Site,Unknown,back end engineer
data analyst,18000.0,3.0,Greater Cairo,Hybrid,Unknown,data/ai engineer
software tester,19000.0,0.0,Greater Cairo,Hybrid,Unknown,software testing engineer
ui ux,5600.0,3.0,Mansoura,Hybrid,Unknown,ui/ux designer
senior associate,15000.0,14.0,Alexandria,On-Site,Senior,cybersecurity engineer
full stack developer,33000.0,1.0,Greater Cairo,Hybrid,Unknown,full stack engineer
backend laravel,5000.0,0.0,Unknown,Hybrid,Unknown,back end engineer
senior social media editor,15000.0,8.0,Alexandria,Remote,Senior,cybersecurity engineer
social media manager,150000.0,8.0,Greater Cairo,Hybrid,Lead/Manager,cybersecurity engineer
devops engineer,40000.0,1.5,Greater Cairo,Hybrid,Unknown,devops engineer
bi developer intern,4000.0,0.0,Greater Cairo,Hybrid,Unknown,data/ai engineer
java deveoper,20000.0,1.0,Greater Cairo,Hybrid,Unknown,back end engineer
frontend developer,75000.0,3.0,Riyadh,Remote,Unknown,front end engineer
full stack .net developer,5000.0,0.0,Unknown,Remote,Unknown,full stack engineer
full stack .net developer,15000.0,3.0,Benha,Remote,Unknown,full stack engineer
content creator/social media specialist,5000.0,2.0,Greater Cairo,Remote,Unknown,cybersecurity engineer
aws engineer,10000.0,1.0,Greater Cairo,On-Site,Unknown,devops engineer
senior software engineer,25000.0,6.0,Greater Cairo,Hybrid,Senior,back end engineer
ml eng,8000.0,1.0,Greater Cairo,On-Site,Unknown,data/ai engineer
ai engineer,60000.0,1.0,Unknown,Remote,Unknown,data/ai engineer
social media specialist,8000.0,2.0,Greater Cairo,On-Site,Unknown,cybersecurity engineer
junior quality assurance engineer,26500.0,0.0,Greater Cairo,Hybrid,Junior,software testing engineer
software test engineer,35000.0,2.0,Greater Cairo,Hybrid,Unknown,software testing engineer
technical support,10000.0,7.0,Unknown,On-Site,Unknown,technical support engineer
pharmacist,3000.0,1.5,Suez,On-Site,Unknown,embedded engineer
broadband and network technician,10850.0,3.0,Uk,Hybrid,Unknown,back end engineer
ai engineer,7000.0,2.0,Greater Cairo,Remote,Unknown,data/ai engineer
software engineer,45000.0,1.5,Unknown,Remote,Unknown,back end engineer
sustainability and esg specialist,8800.0,1.0,Unknown,On-Site,Unknown,data/ai engineer
front-end developer,10000.0,2.0,Greater Cairo,On-Site,Unknown,front end engineer
full-stack developer,5000.0,2.0,Greater Cairo,On-Site,Unknown,full stack engineer
machine learning engineer,50000.0,1.0,Greater Cairo,Remote,Unknown,data/ai engineer
.net developer,10000.0,0.33,Greater Cairo,On-Site,Unknown,back end engineer
ui ux designer,18000.0,3.0,Saudi Arabia 🇸🇦,Remote,Unknown,ui/ux designer
machine learning,150000.0,4.0,Saudi,Hybrid,Unknown,data/ai engineer
odoo developer,21000.0,5.0,Greater Cairo,On-Site,Unknown,back end engineer
front end developer,10000.0,2.0,Greater Cairo,Remote,Unknown,front end engineer
.net software developer,13000.0,1.0,Greater Cairo,Remote,Unknown,back end engineer
frontend developer,4000.0,1.0,Mansoura,On-Site,Unknown,front end engineer
sr. nodejs developer,82000.0,4.0,Jeddah,Remote,Senior,back end engineer
frontend developer,9000.0,0.0,Greater Cairo,Hybrid,Unknown,front end engineer
senior embedded software engineer,60000.0,3.0,Greater Cairo,Hybrid,Senior,embedded engineer
php developer,25000.0,3.0,Dubai,Remote,Unknown,back end engineer
senior node js developer,47000.0,3.0,Saudi Arabia,Hybrid,Senior,back end engineer
software developer,25000.0,4.0,Alexandria,Hybrid,Unknown,back end engineer
react native,90000.0,3.0,Unknown,Remote,Unknown,mobile engineer
senior frontend,125000.0,5.0,Ksa,Remote,Senior,front end engineer
software engineer,51000.0,0.0,Unknown,Hybrid,Unknown,back end engineer
frontend developer,8000.0,2.5,Alexandria,On-Site,Unknown,front end engineer
android developer,50000.0,5.0,Greater Cairo,Hybrid,Unknown,mobile engineer
devops engineer,27900.0,0.5,Unknown,Remote,Unknown,devops engineer
backend developer - django,12500.0,1.0,Greater Cairo,Remote,Unknown,back end engineer
back-end developer,18000.0,0.0,Greater Cairo,Hybrid,Unknown,back end engineer
back end team leader,114000.0,7.0,Remote,Remote,Lead/Manager,back end engineer
software test engineer,20000.0,2.0,Greater Cairo,Hybrid,Unknown,software testing engineer
integration engineer,35000.0,3.0,Greater Cairo,Remote,Unknown,back end engineer
android developer,65000.0,4.0,Ksa,Hybrid,Unknown,mobile engineer
mobile developer,16000.0,3.0,Alexandria,Hybrid,Unknown,mobile engineer
front end,9000.0,1.0,Saudi,Remote,Unknown,front end engineer
product engineer (machine learning),27000.0,0.0,Greater Cairo,Hybrid,Unknown,data/ai engineer
software engineer (pyside),15000.0,1.0,Greater Cairo,Remote,Unknown,back end engineer
frontend engineer,40000.0,3.0,Greater Cairo,Hybrid,Unknown,front end engineer
pharmacist,5000.0,5.0,Greater Cairo,On-Site,Unknown,embedded engineer
full stack developer,5000.0,0.08,Tanta,On-Site,Unknown,full stack engineer
frontend developer (react),15000.0,0.0,Usa,Remote,Unknown,front end engineer
"full-stack (.net, react)",60000.0,6.0,Greater Cairo,Hybrid,Unknown,front end engineer
data engineer,21000.0,1.0,Greater Cairo,Hybrid,Unknown,data/ai engineer
frontend developer,8000.0,0.0,Greater Cairo,On-Site,Unknown,front end engineer
react native developer,23000.0,1.0,Greater Cairo,Hybrid,Unknown,mobile engineer
front end,7000.0,3.0,Greater Cairo,On-Site,Unknown,front end engineer
pharmacist developing drug ، researcher,45000.0,11.0,Greater Cairo,On-Site,Unknown,embedded engineer
php developer,10000.0,2.0,Greater Cairo,On-Site,Unknown,back end engineer
software testing 2,32000.0,4.0,Greater Cairo,Remote,Unknown,software testing engineer
frontend developer,25000.0,3.0,Greater Cairo,Hybrid,Unknown,front end engineer
flutter developer,13000.0,1.0,Greater Cairo,Hybrid,Unknown,mobile engineer
data engineer,12000.0,1.0,Alexandria,Hybrid,Unknown,data/ai engineer
junior data scientist,22000.0,1.0,Greater Cairo,Hybrid,Junior,data/ai engineer
php,4500.0,15.0,Greater Cairo,On-Site,Unknown,back end engineer
android developer,30000.0,5.0,Greater Cairo,On-Site,Unknown,mobile engineer
product designer,35000.0,4.0,Greater Cairo,Hybrid,Unknown,ui/ux designer
