job_title,experience_years,salary_mid,work_mode,city,salary_date,source_name
product owner,4.0,57959.0,Hybrid,Cairo,2024-04-02 15:04:31,Kaggle_EgyTech_participants_data
full-stack engineer,11.0,158750.0,Hybrid,Cairo,2024-04-02 15:07:01,Kaggle_EgyTech_participants_data
product manager,6.0,112565.0,Hybrid,Cairo,2024-04-02 15:09:47,Kaggle_EgyTech_participants_data
full-stack engineer,6.0,62000.0,Remote/Egypt,Cairo,2024-04-02 15:09:50,Kaggle_EgyTech_participants_data
backend engineer,2.0,41656.0,Hybrid,Cairo,2024-04-02 15:14:03,Kaggle_EgyTech_participants_data
backend engineer,3.0,25500.0,Remote/Egypt,Cairo,2024-04-02 15:15:17,Kaggle_EgyTech_participants_data
frontend engineer,3.0,22500.0,Remote/Egypt,Cairo,2024-04-02 15:15:33,Kaggle_EgyTech_participants_data
full-stack engineer,3.0,50000.0,Remote/Egypt,Cairo,2024-04-02 15:16:08,Kaggle_EgyTech_participants_data
backend engineer,2.0,43000.0,Remote/Egypt,Cairo,2024-04-02 15:19:07,Kaggle_EgyTech_participants_data
data analytics,1.0,14000.0,Office,Cairo,2024-04-02 15:20:12,Kaggle_EgyTech_participants_data
backend engineer,4.0,65000.0,Remote/Egypt,Cairo,2024-04-02 15:21:16,Kaggle_EgyTech_participants_data
qa / sdet engineer,1.0,12000.0,Hybrid,Cairo,2024-04-02 15:22:23,Kaggle_EgyTech_participants_data
frontend engineer,2.0,20000.0,Hybrid,Cairo,2024-04-02 15:22:49,Kaggle_EgyTech_participants_data
full-stack engineer,0.0,15500.0,Hybrid,Cairo,2024-04-02 15:26:11,Kaggle_EgyTech_participants_data
backend engineer,1.0,12000.0,Hybrid,Cairo,2024-04-02 15:27:11,Kaggle_EgyTech_participants_data
mobile development engineer,6.0,39000.0,Hybrid,Cairo,2024-04-02 15:28:03,Kaggle_EgyTech_participants_data
backend engineer,3.0,18000.0,Hybrid,Cairo,2024-04-02 15:32:21,Kaggle_EgyTech_participants_data
ui/ux designer/engineer,2.0,45500.0,Office,Cairo,2024-04-02 15:32:53,Kaggle_EgyTech_participants_data
full-stack engineer,4.0,35000.0,Office,Cairo,2024-04-02 15:33:24,Kaggle_EgyTech_participants_data
frontend engineer,1.0,17900.0,Hybrid,Cairo,2024-04-02 15:33:57,Kaggle_EgyTech_participants_data
data analytics,2.0,17000.0,Office,Cairo,2024-04-02 15:35:20,Kaggle_EgyTech_participants_data
product owner,2.0,18202.0,Hybrid,Cairo,2024-04-02 15:35:31,Kaggle_EgyTech_participants_data
backend engineer,1.0,10000.0,Office,Cairo,2024-04-02 15:35:44,Kaggle_EgyTech_participants_data
frontend engineer,1.0,14000.0,Office,Cairo,2024-04-02 15:36:10,Kaggle_EgyTech_participants_data
frontend engineer,1.0,10000.0,Hybrid,Cairo,2024-04-02 15:36:37,Kaggle_EgyTech_participants_data
backend engineer,1.0,28740.0,Hybrid,Cairo,2024-04-02 15:38:13,Kaggle_EgyTech_participants_data
qa / sdet engineer,5.0,41416.0,Hybrid,Cairo,2024-04-02 15:39:14,Kaggle_EgyTech_participants_data
full-stack engineer,2.0,41250.0,Remote/Egypt,Cairo,2024-04-02 15:43:28,Kaggle_EgyTech_participants_data
backend engineer,1.0,24000.0,Hybrid,Cairo,2024-04-02 15:43:35,Kaggle_EgyTech_participants_data
mobile development engineer,4.0,55085.0,Hybrid,Cairo,2024-04-02 15:45:18,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,30177.0,Office,Alexandria,2024-04-02 15:45:28,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,30177.0,Office,Alexandria,2024-04-02 15:46:07,Kaggle_EgyTech_participants_data
devops / sre / platform,1.0,23517.0,Hybrid,Cairo,2024-04-02 15:47:53,Kaggle_EgyTech_participants_data
devops / sre / platform,2.0,30500.0,Hybrid,Cairo,2024-04-02 15:48:24,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,16000.0,Hybrid,Cairo,2024-04-02 15:49:39,Kaggle_EgyTech_participants_data
backend engineer,3.0,22000.0,Hybrid,Cairo,2024-04-02 15:51:37,Kaggle_EgyTech_participants_data
data engineer,1.0,15080.0,Hybrid,Cairo,2024-04-02 15:51:56,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,22000.0,Hybrid,Cairo,2024-04-02 15:52:00,Kaggle_EgyTech_participants_data
devops / sre / platform,1.0,31230.0,Hybrid,Cairo,2024-04-02 15:53:36,Kaggle_EgyTech_participants_data
full-stack engineer,6.0,177230.0,Hybrid,Cairo,2024-04-02 15:53:57,Kaggle_EgyTech_participants_data
full-stack engineer,0.0,5000.0,Office,Tanta,2024-04-02 15:55:35,Kaggle_EgyTech_participants_data
data scientist,1.0,10000.0,Hybrid,Cairo,2024-04-02 15:55:53,Kaggle_EgyTech_participants_data
devops / sre / platform,3.0,57332.0,Hybrid,Cairo,2024-04-02 15:59:55,Kaggle_EgyTech_participants_data
backend engineer,1.0,10000.0,Office,Cairo,2024-04-02 16:00:24,Kaggle_EgyTech_participants_data
data scientist,3.0,57000.0,Hybrid,Cairo,2024-04-02 16:02:30,Kaggle_EgyTech_participants_data
embedded systems engineer,8.0,179625.0,Remote/Egypt,Cairo,2024-04-02 16:04:30,Kaggle_EgyTech_participants_data
backend engineer,3.0,67060.0,Hybrid,Cairo,2024-04-02 16:07:16,Kaggle_EgyTech_participants_data
devops / sre / platform,2.0,25000.0,Hybrid,Cairo,2024-04-02 16:09:59,Kaggle_EgyTech_participants_data
full-stack engineer,2.0,26334.0,Remote/Egypt,Cairo,2024-04-02 16:11:12,Kaggle_EgyTech_participants_data
full-stack engineer,6.0,35000.0,Hybrid,Cairo,2024-04-02 16:13:12,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,10000.0,Hybrid,Cairo,2024-04-02 16:20:23,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,15250.0,Hybrid,Cairo,2024-04-02 16:22:18,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,10000.0,Hybrid,Cairo,2024-04-02 20:12:26,Kaggle_EgyTech_participants_data
full-stack engineer,2.0,14000.0,Office,Cairo,2024-04-02 20:17:41,Kaggle_EgyTech_participants_data
ui/ux designer/engineer,3.0,21000.0,Remote/Egypt,Cairo,2024-04-02 20:18:36,Kaggle_EgyTech_participants_data
backend engineer,3.0,27000.0,Hybrid,Alexandria,2024-04-02 20:18:52,Kaggle_EgyTech_participants_data
backend engineer,2.0,21110.0,Hybrid,Alexandria,2024-04-02 20:19:27,Kaggle_EgyTech_participants_data
full-stack engineer,3.0,39500.0,Hybrid,Cairo,2024-04-02 20:20:22,Kaggle_EgyTech_participants_data
devops / sre / platform,7.0,65000.0,Hybrid,Cairo,2024-04-02 20:22:20,Kaggle_EgyTech_participants_data
backend engineer,3.0,38400.0,Remote/Egypt,Cairo,2024-04-02 20:24:23,Kaggle_EgyTech_participants_data
ui/ux designer/engineer,7.0,71850.0,Hybrid,Cairo,2024-04-02 20:25:11,Kaggle_EgyTech_participants_data
backend engineer,4.0,64000.0,Hybrid,Cairo,2024-04-02 20:25:34,Kaggle_EgyTech_participants_data
backend engineer,1.0,10200.0,Office,Mansoura,2024-04-02 20:26:03,Kaggle_EgyTech_participants_data
data analytics,6.0,86220.0,Hybrid,Cairo,2024-04-02 20:37:22,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,5000.0,Hybrid,Cairo,2024-04-02 20:38:07,Kaggle_EgyTech_participants_data
backend engineer,2.0,54000.0,Hybrid,Cairo,2024-04-02 20:40:29,Kaggle_EgyTech_participants_data
backend engineer,3.0,20000.0,Hybrid,Cairo,2024-04-02 20:44:22,Kaggle_EgyTech_participants_data
"r&d engineer (computer vision, nlp, etc.)",1.0,16000.0,Remote/Egypt,Cairo,2024-04-02 20:49:53,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,16900.0,Hybrid,Cairo,2024-04-02 20:51:15,Kaggle_EgyTech_participants_data
backend engineer,1.0,21116.0,Hybrid,Cairo,2024-04-02 20:52:02,Kaggle_EgyTech_participants_data
product manager,10.0,60000.0,Hybrid,Cairo,2024-04-02 20:52:51,Kaggle_EgyTech_participants_data
frontend engineer,0.0,8000.0,Office,Cairo,2024-04-02 20:56:55,Kaggle_EgyTech_participants_data
mobile development engineer,1.0,20000.0,Hybrid,Cairo,2024-04-02 20:58:26,Kaggle_EgyTech_participants_data
data analytics,1.0,10400.0,Office,Cairo,2024-04-02 20:59:41,Kaggle_EgyTech_participants_data
mobile development engineer,3.0,37500.0,Hybrid,Cairo,2024-04-02 21:00:48,Kaggle_EgyTech_participants_data
systems architect,15.0,142000.0,Hybrid,Cairo,2024-04-02 21:03:04,Kaggle_EgyTech_participants_data
embedded systems engineer,3.0,53000.0,Hybrid,Cairo,2024-04-02 21:03:05,Kaggle_EgyTech_participants_data
devops / sre / platform,4.0,150000.0,Remote/Egypt,Cairo,2024-04-02 21:05:59,Kaggle_EgyTech_participants_data
product manager,16.0,75000.0,Remote/Egypt,Cairo,2024-04-02 21:09:05,Kaggle_EgyTech_participants_data
full-stack engineer,3.0,22000.0,Hybrid,Cairo,2024-04-02 21:14:06,Kaggle_EgyTech_participants_data
backend engineer,5.0,47000.0,Hybrid,Cairo,2024-04-02 21:17:11,Kaggle_EgyTech_participants_data
frontend engineer,0.0,14850.0,Hybrid,Banha,2024-04-02 21:17:20,Kaggle_EgyTech_participants_data
backend engineer,1.0,10000.0,Hybrid,Cairo,2024-04-02 21:18:26,Kaggle_EgyTech_participants_data
backend engineer,0.0,8000.0,Hybrid,Cairo,2024-04-02 21:20:28,Kaggle_EgyTech_participants_data
mobile development engineer,4.0,46875.0,Hybrid,Cairo,2024-04-02 21:22:16,Kaggle_EgyTech_participants_data
backend engineer,0.0,22000.0,Remote/Egypt,Cairo,2024-04-02 21:23:01,Kaggle_EgyTech_participants_data
backend engineer,1.0,20800.0,Office,Alexandria,2024-04-02 21:23:26,Kaggle_EgyTech_participants_data
backend engineer,1.0,10000.0,Office,Damietta,2024-04-02 21:24:13,Kaggle_EgyTech_participants_data
data analytics,1.0,30000.0,Hybrid,Cairo,2024-04-02 21:24:13,Kaggle_EgyTech_participants_data
mobile development engineer,4.0,78000.0,Hybrid,Cairo,2024-04-02 21:25:17,Kaggle_EgyTech_participants_data
systems architect,14.0,74500.0,Hybrid,Cairo,2024-04-02 21:39:30,Kaggle_EgyTech_participants_data
data engineer,3.0,23000.0,Hybrid,Cairo,2024-04-02 21:41:03,Kaggle_EgyTech_participants_data
full-stack engineer,5.0,45000.0,Hybrid,Cairo,2024-04-02 21:45:27,Kaggle_EgyTech_participants_data
backend engineer,1.0,18000.0,Office,Cairo,2024-04-02 21:55:15,Kaggle_EgyTech_participants_data
full-stack engineer,14.0,31500.0,Remote/Egypt,Cairo,2024-04-02 21:55:41,Kaggle_EgyTech_participants_data
frontend engineer,1.0,60000.0,Hybrid,Cairo,2024-04-02 22:05:35,Kaggle_EgyTech_participants_data
backend engineer,7.0,43000.0,Hybrid,Cairo,2024-04-02 22:06:12,Kaggle_EgyTech_participants_data
mobile development engineer,1.0,3000.0,Office,Cairo,2024-04-02 22:06:28,Kaggle_EgyTech_participants_data
full-stack engineer,2.0,16000.0,Remote/Egypt,Cairo,2024-04-02 22:15:08,Kaggle_EgyTech_participants_data
frontend engineer,4.0,45100.0,Hybrid,Cairo,2024-04-02 22:15:50,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,27066.0,Hybrid,Cairo,2024-04-02 22:20:42,Kaggle_EgyTech_participants_data
mobile development engineer,1.0,12000.0,Hybrid,Alexandria,2024-04-02 22:24:50,Kaggle_EgyTech_participants_data
backend engineer,3.0,60000.0,Hybrid,Cairo,2024-04-02 22:28:38,Kaggle_EgyTech_participants_data
product manager,6.0,124540.0,Hybrid,Cairo,2024-04-02 22:30:10,Kaggle_EgyTech_participants_data
product owner,2.0,18700.0,Hybrid,Cairo,2024-04-02 22:33:20,Kaggle_EgyTech_participants_data
backend engineer,1.0,16000.0,Hybrid,Cairo,2024-04-02 22:33:52,Kaggle_EgyTech_participants_data
devops / sre / platform,2.0,35000.0,Hybrid,Cairo,2024-04-02 22:36:31,Kaggle_EgyTech_participants_data
mobile development engineer,2.0,21891.0,Office,Cairo,2024-04-02 22:41:35,Kaggle_EgyTech_participants_data
frontend engineer,3.0,37500.0,Hybrid,Cairo,2024-04-02 22:45:39,Kaggle_EgyTech_participants_data
data analytics,1.0,12000.0,Remote/Egypt,Cairo,2024-04-02 22:54:14,Kaggle_EgyTech_participants_data
frontend engineer,3.0,19000.0,Remote/Egypt,Cairo,2024-04-02 22:57:12,Kaggle_EgyTech_participants_data
mobile development engineer,8.0,115000.0,Hybrid,Cairo,2024-04-02 23:02:03,Kaggle_EgyTech_participants_data
data engineer,4.0,33000.0,Remote/Egypt,Cairo,2024-04-02 23:12:05,Kaggle_EgyTech_participants_data
full-stack engineer,3.0,17500.0,Hybrid,Cairo,2024-04-02 23:14:13,Kaggle_EgyTech_participants_data
frontend engineer,3.0,18500.0,Hybrid,Cairo,2024-04-02 23:19:21,Kaggle_EgyTech_participants_data
frontend engineer,6.0,119750.0,Hybrid,Cairo,2024-04-02 23:22:38,Kaggle_EgyTech_participants_data
frontend engineer,2.0,8000.0,Office,Cairo,2024-04-02 23:22:46,Kaggle_EgyTech_participants_data
devops / sre / platform,2.0,49000.0,Office,Cairo,2024-04-02 23:24:43,Kaggle_EgyTech_participants_data
devops / sre / platform,1.0,12000.0,Office,Cairo,2024-04-02 23:26:39,Kaggle_EgyTech_participants_data
embedded systems engineer,1.0,24000.0,Office,Cairo,2024-04-02 23:28:22,Kaggle_EgyTech_participants_data
frontend engineer,2.0,16270.0,Hybrid,Cairo,2024-04-02 23:32:01,Kaggle_EgyTech_participants_data
backend engineer,1.0,13000.0,Hybrid,Cairo,2024-04-02 23:33:38,Kaggle_EgyTech_participants_data
mobile development engineer,6.0,30000.0,Remote/Egypt,Cairo,2024-04-02 23:34:28,Kaggle_EgyTech_participants_data
backend engineer,0.0,27800.0,Hybrid,Cairo,2024-04-02 23:36:30,Kaggle_EgyTech_participants_data
"r&d engineer (computer vision, nlp, etc.)",1.0,15000.0,Office,Cairo,2024-04-02 23:37:35,Kaggle_EgyTech_participants_data
backend engineer,2.0,25000.0,Hybrid,Cairo,2024-04-02 23:42:09,Kaggle_EgyTech_participants_data
backend engineer,2.0,31750.0,Remote/Egypt,Cairo,2024-04-02 23:45:34,Kaggle_EgyTech_participants_data
full-stack engineer,3.0,25000.0,Hybrid,Cairo,2024-04-02 23:48:47,Kaggle_EgyTech_participants_data
embedded systems engineer,3.0,52690.0,Remote/Egypt,Cairo,2024-04-02 23:50:39,Kaggle_EgyTech_participants_data
mobile development engineer,2.0,43500.0,Hybrid,Cairo,2024-04-03 00:00:52,Kaggle_EgyTech_participants_data
systems architect,12.0,50000.0,Hybrid,Cairo,2024-04-03 00:02:20,Kaggle_EgyTech_participants_data
ui/ux designer/engineer,1.0,10000.0,Hybrid,Cairo,2024-04-03 00:03:41,Kaggle_EgyTech_participants_data
backend engineer,1.0,15000.0,Hybrid,Cairo,2024-04-03 00:14:41,Kaggle_EgyTech_participants_data
mobile development engineer,3.0,16000.0,Hybrid,Cairo,2024-04-03 00:16:10,Kaggle_EgyTech_participants_data
full-stack engineer,2.0,32500.0,Hybrid,Cairo,2024-04-03 00:17:45,Kaggle_EgyTech_participants_data
frontend engineer,1.0,14000.0,Remote/Egypt,No site in Egypt,2024-04-03 00:17:59,Kaggle_EgyTech_participants_data
frontend engineer,1.0,16000.0,Hybrid,Cairo,2024-04-03 00:18:06,Kaggle_EgyTech_participants_data
frontend engineer,7.0,55700.0,Hybrid,Cairo,2024-04-03 00:20:18,Kaggle_EgyTech_participants_data
embedded systems engineer,2.0,39500.0,Hybrid,Cairo,2024-04-03 00:27:30,Kaggle_EgyTech_participants_data
data engineer,2.0,35000.0,Remote/Egypt,Cairo,2024-04-03 00:29:41,Kaggle_EgyTech_participants_data
frontend engineer,1.0,7000.0,Hybrid,Cairo,2024-04-03 00:30:07,Kaggle_EgyTech_participants_data
devops / sre / platform,3.0,38894.8,Hybrid,Cairo,2024-04-03 00:30:30,Kaggle_EgyTech_participants_data
full-stack engineer,4.0,28000.0,Remote/Egypt,Cairo,2024-04-03 00:38:06,Kaggle_EgyTech_participants_data
backend engineer,4.0,56730.0,Office,Cairo,2024-04-03 00:40:57,Kaggle_EgyTech_participants_data
full-stack engineer,15.0,25000.0,Office,Alexandria,2024-04-03 00:46:38,Kaggle_EgyTech_participants_data
embedded systems engineer,2.0,46666.0,Hybrid,Cairo,2024-04-03 00:50:25,Kaggle_EgyTech_participants_data
devops / sre / platform,5.0,80000.0,Hybrid,Cairo,2024-04-03 01:01:36,Kaggle_EgyTech_participants_data
backend engineer,10.0,95800.0,Remote/Egypt,No site in Egypt,2024-04-03 01:08:11,Kaggle_EgyTech_participants_data
backend engineer,1.0,16765.0,Hybrid,Cairo,2024-04-03 01:08:19,Kaggle_EgyTech_participants_data
ai & automation engineer,3.0,28000.0,Hybrid,Cairo,2024-04-03 01:17:29,Kaggle_EgyTech_participants_data
qa / sdet engineer,3.0,20000.0,Hybrid,Cairo,2024-04-03 01:25:04,Kaggle_EgyTech_participants_data
data engineer,6.0,175930.0,Remote/Egypt,Cairo,2024-04-03 01:29:06,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,16000.0,Remote/Egypt,Cairo,2024-04-03 01:29:42,Kaggle_EgyTech_participants_data
data analytics,1.0,16100.0,Hybrid,Cairo,2024-04-03 01:30:41,Kaggle_EgyTech_participants_data
full-stack engineer,2.0,17500.0,Hybrid,Cairo,2024-04-03 01:32:28,Kaggle_EgyTech_participants_data
"r&d engineer (computer vision, nlp, etc.)",2.0,25000.0,Hybrid,Cairo,2024-04-03 01:40:37,Kaggle_EgyTech_participants_data
backend engineer,5.0,88615.0,Hybrid,Cairo,2024-04-03 01:46:24,Kaggle_EgyTech_participants_data
"r&d engineer (computer vision, nlp, etc.)",2.0,23500.0,Hybrid,Cairo,2024-04-03 01:53:11,Kaggle_EgyTech_participants_data
frontend engineer,5.0,90052.0,Hybrid,Cairo,2024-04-03 01:56:07,Kaggle_EgyTech_participants_data
devops / sre / platform,8.0,130000.0,Hybrid,Cairo,2024-04-03 01:58:53,Kaggle_EgyTech_participants_data
embedded systems engineer,1.0,43000.0,Hybrid,Cairo,2024-04-03 02:07:21,Kaggle_EgyTech_participants_data
embedded systems engineer,3.0,54998.0,Hybrid,Cairo,2024-04-03 02:08:12,Kaggle_EgyTech_participants_data
full-stack engineer,4.0,30000.0,Hybrid,Cairo,2024-04-03 02:08:39,Kaggle_EgyTech_participants_data
backend engineer,1.0,16250.0,Hybrid,Cairo,2024-04-03 02:22:24,Kaggle_EgyTech_participants_data
devops / sre / platform,1.0,17001.0,Remote/Egypt,Cairo,2024-04-03 02:25:40,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,15000.0,Remote/Egypt,Cairo,2024-04-03 02:28:05,Kaggle_EgyTech_participants_data
full-stack engineer,0.0,24000.0,Hybrid,Cairo,2024-04-03 02:31:55,Kaggle_EgyTech_participants_data
security/network engineer,9.0,144658.0,Hybrid,Cairo,2024-04-03 03:11:04,Kaggle_EgyTech_participants_data
devops / sre / platform,2.0,17800.0,Hybrid,Cairo,2024-04-03 03:14:44,Kaggle_EgyTech_participants_data
full-stack engineer,16.0,35000.0,Office,Cairo,2024-04-03 03:23:50,Kaggle_EgyTech_participants_data
frontend engineer,4.0,30000.0,Remote/Egypt,Cairo,2024-04-03 03:28:29,Kaggle_EgyTech_participants_data
technical support,1.0,5400.0,Office,Banha,2024-04-03 03:30:15,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,20000.0,Remote/Egypt,Cairo,2024-04-03 03:33:42,Kaggle_EgyTech_participants_data
backend engineer,1.0,12000.0,Hybrid,Cairo,2024-04-03 03:34:24,Kaggle_EgyTech_participants_data
full-stack engineer,7.0,55250.0,Hybrid,Cairo,2024-04-03 03:40:36,Kaggle_EgyTech_participants_data
backend engineer,1.0,40500.0,Office,Cairo,2024-04-03 03:42:21,Kaggle_EgyTech_participants_data
technical support,2.0,15500.0,Hybrid,Cairo,2024-04-03 03:43:53,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,35446.0,Hybrid,Cairo,2024-04-03 03:47:06,Kaggle_EgyTech_participants_data
data scientist,2.0,27600.0,Hybrid,Cairo,2024-04-03 03:51:55,Kaggle_EgyTech_participants_data
backend engineer,6.0,52977.4,Hybrid,Cairo,2024-04-03 04:06:17,Kaggle_EgyTech_participants_data
backend engineer,1.0,23000.0,Hybrid,Cairo,2024-04-03 04:16:45,Kaggle_EgyTech_participants_data
full-stack engineer,3.0,43000.0,Hybrid,Cairo,2024-04-03 04:24:37,Kaggle_EgyTech_participants_data
devops / sre / platform,7.0,105000.0,Hybrid,Cairo,2024-04-03 04:26:56,Kaggle_EgyTech_participants_data
frontend engineer,3.0,18347.76,Remote/Egypt,Cairo,2024-04-03 04:41:22,Kaggle_EgyTech_participants_data
data engineer,10.0,70500.0,Hybrid,Cairo,2024-04-03 04:42:21,Kaggle_EgyTech_participants_data
data analytics,2.0,29700.0,Hybrid,Cairo,2024-04-03 04:48:36,Kaggle_EgyTech_participants_data
full-stack engineer,3.0,36000.0,Hybrid,Cairo,2024-04-03 04:52:44,Kaggle_EgyTech_participants_data
full-stack engineer,2.0,34000.0,Remote/Egypt,Cairo,2024-04-03 05:43:23,Kaggle_EgyTech_participants_data
qa / sdet engineer,1.0,13891.0,Office,Cairo,2024-04-03 05:56:47,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,17500.0,Office,Cairo,2024-04-03 06:49:57,Kaggle_EgyTech_participants_data
full-stack engineer,4.0,32000.0,Office,Cairo,2024-04-03 07:53:15,Kaggle_EgyTech_participants_data
full-stack engineer,5.0,38000.0,Hybrid,Cairo,2024-04-03 07:54:32,Kaggle_EgyTech_participants_data
frontend engineer,1.0,10500.0,Office,Cairo,2024-04-03 08:20:56,Kaggle_EgyTech_participants_data
product manager,5.0,53000.0,Hybrid,Cairo,2024-04-03 09:15:58,Kaggle_EgyTech_participants_data
devops / sre / platform,2.0,22000.0,Hybrid,Cairo,2024-04-03 09:42:26,Kaggle_EgyTech_participants_data
product owner,1.0,14535.0,Office,Mansoura,2024-04-03 09:48:13,Kaggle_EgyTech_participants_data
mobile development engineer,9.0,52110.0,Hybrid,Cairo,2024-04-03 09:52:58,Kaggle_EgyTech_participants_data
mobile development engineer,6.0,40000.0,Office,Cairo,2024-04-03 09:54:57,Kaggle_EgyTech_participants_data
qa / sdet engineer,2.0,31135.0,Hybrid,Cairo,2024-04-03 09:55:58,Kaggle_EgyTech_participants_data
data analytics,4.0,55000.0,Hybrid,Cairo,2024-04-03 09:59:47,Kaggle_EgyTech_participants_data
security/network engineer,3.0,23500.0,Hybrid,Cairo,2024-04-03 10:10:39,Kaggle_EgyTech_participants_data
embedded systems engineer,4.0,100000.0,Office,Cairo,2024-04-03 10:18:30,Kaggle_EgyTech_participants_data
backend engineer,4.0,70000.0,Hybrid,Cairo,2024-04-03 10:25:31,Kaggle_EgyTech_participants_data
frontend engineer,2.0,15000.0,Hybrid,Cairo,2024-04-03 10:35:35,Kaggle_EgyTech_participants_data
frontend engineer,7.0,88430.0,Hybrid,Cairo,2024-04-03 10:55:37,Kaggle_EgyTech_participants_data
qa / sdet engineer,1.0,20000.0,Hybrid,Cairo,2024-04-03 10:58:20,Kaggle_EgyTech_participants_data
product owner,0.0,10000.0,Hybrid,Cairo,2024-04-03 11:01:20,Kaggle_EgyTech_participants_data
backend engineer,1.0,9580.0,Remote/Egypt,No site in Egypt,2024-04-03 11:10:39,Kaggle_EgyTech_participants_data
technical support,2.0,17500.0,Office,Cairo,2024-04-03 11:12:44,Kaggle_EgyTech_participants_data
mobile development engineer,4.0,23400.0,Hybrid,Cairo,2024-04-03 11:14:33,Kaggle_EgyTech_participants_data
embedded systems engineer,1.0,47000.0,Hybrid,Cairo,2024-04-03 11:15:13,Kaggle_EgyTech_participants_data
technical support,1.0,6000.0,Office,Marsa Allam,2024-04-03 11:15:51,Kaggle_EgyTech_participants_data
mobile development engineer,5.0,71850.0,Remote/Egypt,Alexandria,2024-04-03 11:21:19,Kaggle_EgyTech_participants_data
full-stack engineer,2.0,19000.0,Hybrid,Cairo,2024-04-03 11:39:46,Kaggle_EgyTech_participants_data
full-stack engineer,4.0,38288.0,Hybrid,Alexandria,2024-04-03 11:50:18,Kaggle_EgyTech_participants_data
devops / sre / platform,5.0,107775.0,Hybrid,Cairo,2024-04-03 12:23:57,Kaggle_EgyTech_participants_data
full-stack engineer,6.0,52540.0,Hybrid,Cairo,2024-04-03 12:31:40,Kaggle_EgyTech_participants_data
full-stack engineer,4.0,50000.0,Hybrid,Cairo,2024-04-03 12:34:34,Kaggle_EgyTech_participants_data
full-stack engineer,2.0,20000.0,Hybrid,Cairo,2024-04-03 12:34:48,Kaggle_EgyTech_participants_data
devops / sre / platform,25.0,65000.0,Remote/Egypt,Cairo,2024-04-03 12:37:22,Kaggle_EgyTech_participants_data
frontend engineer,4.0,50000.0,Hybrid,Cairo,2024-04-03 12:43:42,Kaggle_EgyTech_participants_data
engineering manager,4.0,36200.0,Remote/Egypt,Cairo,2024-04-03 12:49:26,Kaggle_EgyTech_participants_data
frontend engineer,3.0,30000.0,Hybrid,Cairo,2024-04-03 13:07:23,Kaggle_EgyTech_participants_data
full-stack engineer,2.0,16000.0,Office,Cairo,2024-04-03 14:18:38,Kaggle_EgyTech_participants_data
frontend engineer,5.0,43000.0,Hybrid,Cairo,2024-04-03 14:21:32,Kaggle_EgyTech_participants_data
backend engineer,5.0,38150.0,Hybrid,Cairo,2024-04-03 14:26:24,Kaggle_EgyTech_participants_data
data analytics,2.0,12000.0,Remote/Egypt,Cairo,2024-04-03 14:32:44,Kaggle_EgyTech_participants_data
technical support,2.0,21767.5,Office,Cairo,2024-04-03 14:38:34,Kaggle_EgyTech_participants_data
devops / sre / platform,3.0,18000.0,Office,Cairo,2024-04-03 15:12:40,Kaggle_EgyTech_participants_data
frontend engineer,1.0,4000.0,Office,Alexandria,2024-04-03 15:24:40,Kaggle_EgyTech_participants_data
mobile development engineer,3.0,46463.0,Hybrid,Cairo,2024-04-03 15:31:46,Kaggle_EgyTech_participants_data
full-stack engineer,2.0,21080.0,Remote/Egypt,Alexandria,2024-04-03 15:47:45,Kaggle_EgyTech_participants_data
backend engineer,1.0,25000.0,Remote/Egypt,Cairo,2024-04-03 15:48:55,Kaggle_EgyTech_participants_data
backend engineer,2.0,6000.0,Hybrid,Cairo,2024-04-03 15:50:12,Kaggle_EgyTech_participants_data
full-stack engineer,2.0,16000.0,Office,Cairo,2024-04-03 15:51:27,Kaggle_EgyTech_participants_data
frontend engineer,2.0,15000.0,Hybrid,Cairo,2024-04-03 16:19:43,Kaggle_EgyTech_participants_data
"r&d engineer (computer vision, nlp, etc.)",0.0,10000.0,Office,Cairo,2024-04-03 16:59:25,Kaggle_EgyTech_participants_data
full-stack engineer,2.0,16000.0,Remote/Egypt,Cairo,2024-04-03 17:56:51,Kaggle_EgyTech_participants_data
full-stack engineer,1.0,16300.0,Hybrid,Cairo,2024-04-03 18:03:56,Kaggle_EgyTech_participants_data
systems architect,3.0,28000.0,Office,Cairo,2024-04-03 18:04:12,Kaggle_EgyTech_participants_data
qa / sdet engineer,0.0,12000.0,Remote/Egypt,Cairo,2024-04-03 18:27:19,Kaggle_EgyTech_participants_data
frontend engineer,3.0,45000.0,Hybrid,Cairo,2024-04-03 19:27:23,Kaggle_EgyTech_participants_data
