job_title,experience_years,salary_original,currency_detected,salary_original_numeric,salary_mid,work_mode,city,salary_date,source_name
junior oracle dba,0.0,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-03-01,Kaggle_egyptian_salaries_2024
wordpress developer,3.0,40000,EGP,40000.0,40000.0,Remotley,UAE,2024-01-02,Kaggle_egyptian_salaries_2024
doctor,2.0,9000,EGP,9000.0,9000.0,On Site,Damietta,2024-01-01,Kaggle_egyptian_salaries_2024
full stack developer,2.0,11000,EGP,11000.0,11000.0,On Site,cairo,2024-02-22,Kaggle_egyptian_salaries_2024
social media specialist,0.0,5000,EGP,5000.0,5000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
maintenance engineer,2.0,7200,EGP,7200.0,7200.0,On Site,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
software tester,0.58,8000,EGP,8000.0,8000.0,On Site,Mansoura,2024-02-01,Kaggle_egyptian_salaries_2024
textile graphic designer,2.0,7000,EGP,7000.0,7000.0,On Site,Cairo,1999-08-06,Kaggle_egyptian_salaries_2024
backend developer nodejs,2.0,16K,EGP,16000.0,16000.0,Remotley,,2024-02-01,Kaggle_egyptian_salaries_2024
android developer,1.0,7000,EGP,7000.0,7000.0,Remotley,cairo,2024-02-22,Kaggle_egyptian_salaries_2024
call center representative,0.0,7000,EGP,7000.0,7000.0,On Site,Alexandria,2023-01-01,Kaggle_egyptian_salaries_2024
procurement specialist,3.0,15000,EGP,15000.0,15000.0,On Site,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
social media moderator,4.0,5400,EGP,5400.0,5400.0,Remotley,Cairo,2024-02-29,Kaggle_egyptian_salaries_2024
operations manager,2.0,6500,EGP,6500.0,6500.0,Remotley,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
working-drawing architect,2.0,9500 EGP,EGP,9500.0,9500.0,On Site,Cairo,2024-02-03,Kaggle_egyptian_salaries_2024
nopde js developer,2.0,85000,EGP,85000.0,85000.0,On Site,kafr - elshiekh,2024-12-22,Kaggle_egyptian_salaries_2024
php backend developer,1.0,16000,EGP,16000.0,16000.0,Hybird,Alexandria,2024-01-01,Kaggle_egyptian_salaries_2024
java spring developer,1.0,5000,EGP,5000.0,5000.0,Hybird,Giza,2024-01-25,Kaggle_egyptian_salaries_2024
.net developer,2.0,30000,EGP,30000.0,30000.0,Hybird,mansoura,2024-02-01,Kaggle_egyptian_salaries_2024
software testing engineer,1.0,18500,EGP,18500.0,18500.0,Hybird,Cairo,1998-04-12,Kaggle_egyptian_salaries_2024
material planner,2.0,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
.net deveolper,5.0,1000,EGP,1000.0,1000.0,Remotley,KSA,2022-07-01,Kaggle_egyptian_salaries_2024
"sales, telemarketer",2.0,$350,USD,350.0,17500.0,Remotley,Cairo,2024-02-10,Kaggle_egyptian_salaries_2024
graphic designer,1.5,4000,EGP,4000.0,4000.0,On Site,Mansoura,2024-01-01,Kaggle_egyptian_salaries_2024
sr. data engineer,3.0,48000,EGP,48000.0,48000.0,Hybird,Cairo,2023-07-01,Kaggle_egyptian_salaries_2024
python developer,3.0,30000,EGP,30000.0,30000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
petroleum,2.0,90000,EGP,90000.0,90000.0,On Site,Cairo,2022-09-15,Kaggle_egyptian_salaries_2024
full stack developer,6.0,2000,EGP,2000.0,2000.0,Hybird,,2023-03-01,Kaggle_egyptian_salaries_2024
flutter developer,1.0,6000,EGP,6000.0,6000.0,On Site,Shebin elkom,2024-02-01,Kaggle_egyptian_salaries_2024
android developer4,4.0,3500 Euro,EUR,3500.0,175000.0,Remotley,"Austria, but I'm in Egypt",2024-02-01,Kaggle_egyptian_salaries_2024
.net developer,2.0,24000,EGP,24000.0,24000.0,Hybird,Cairo,2024-02-19,Kaggle_egyptian_salaries_2024
maintenance planner,10.0,20000,EGP,20000.0,20000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
data analyst,3.0,15000  EGP,EGP,15000.0,15000.0,Remotley,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
tourism sales,0.0,7500,EGP,7500.0,7500.0,On Site,Cairo,2023-09-01,Kaggle_egyptian_salaries_2024
ios developer,3.0,"35,000 LE",EGP,35000.0,35000.0,Remotley,Cairo,2023-12-01,Kaggle_egyptian_salaries_2024
backend sw engineer,1.0,30K,EGP,30000.0,30000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
..,3.0,20,EGP,20.0,20.0,On Site,ciro,2024-02-22,Kaggle_egyptian_salaries_2024
account manager,6.0,12000,EGP,12000.0,12000.0,On Site,Cairo,2018-01-12,Kaggle_egyptian_salaries_2024
apm developer,0.0,15000,EGP,15000.0,15000.0,Hybird,Cairo,2024-01-25,Kaggle_egyptian_salaries_2024
hr personnel,5.0,11000,EGP,11000.0,11000.0,On Site,Alexandria,1994-12-15,Kaggle_egyptian_salaries_2024
customer service representative,2.0,15000,EGP,15000.0,15000.0,On Site,Egypt,2024-02-05,Kaggle_egyptian_salaries_2024
merchandising planner,4.0,14,EGP,14.0,14.0,Remotley,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
full stack developer,2.0,15000,EGP,15000.0,15000.0,Remotley,Cairo,2024-03-01,Kaggle_egyptian_salaries_2024
sales engineer,3.0,14000,EGP,14000.0,14000.0,On Site,Cairo,2024-02-12,Kaggle_egyptian_salaries_2024
dotnet developer,8.0,130000,EGP,130000.0,130000.0,Remotley,Europe,2024-02-22,Kaggle_egyptian_salaries_2024
php/wordpress developer,4.0,27K,EGP,27000.0,27000.0,Flexible hours ( from home & the office as I like),Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
crm analyst,2.0,12,EGP,12.0,12.0,Hybird,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
junior graphic designer,3.0,10000,EGP,10000.0,10000.0,On Site,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
sales executive,3.0,3300,EGP,3300.0,3300.0,On Site,Giza,2024-02-22,Kaggle_egyptian_salaries_2024
production engineer,1.0,18800,EGP,18800.0,18800.0,On Site,Alexandria,2024-02-22,Kaggle_egyptian_salaries_2024
data analyst,3.0,18000,EGP,18000.0,18000.0,Hybird,Cairo,2023-01-24,Kaggle_egyptian_salaries_2024
network engineer,5.0,10000,EGP,10000.0,10000.0,Hybird,Cairo,2002-07-14,Kaggle_egyptian_salaries_2024
محاسب عام,6.0,7000,EGP,7000.0,7000.0,On Site,,2024-02-01,Kaggle_egyptian_salaries_2024
civil engineer,1.0,5000,EGP,5000.0,5000.0,On Site,Badr,2024-02-22,Kaggle_egyptian_salaries_2024
software tester,0.0,380 USD ,USD,380.0,19000.0,Hybird,Cairo,2023-12-01,Kaggle_egyptian_salaries_2024
ui ux,3.0,5600,EGP,5600.0,5600.0,Hybird,Mansoura,2024-01-26,Kaggle_egyptian_salaries_2024
branding designer,2.5,14000,EGP,14000.0,14000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
csr,2.0,8000,EGP,8000.0,8000.0,On Site,Alexandria,2023-01-12,Kaggle_egyptian_salaries_2024
senior associate,14.0,15000,EGP,15000.0,15000.0,On Site,Alexandria,2024-03-25,Kaggle_egyptian_salaries_2024
head of physiotherapy,10.0,25000,EGP,25000.0,25000.0,On Site,Alexandria,2024-02-20,Kaggle_egyptian_salaries_2024
full stack developer,1.0,33,EGP,33.0,33.0,Hybird,Cairo,2024-01-24,Kaggle_egyptian_salaries_2024
backend laravel,0.0,5000,EGP,5000.0,5000.0,Hybird,,2024-02-01,Kaggle_egyptian_salaries_2024
senior social media editor,8.0,15000,EGP,15000.0,15000.0,Remotley,Alex,2024-02-22,Kaggle_egyptian_salaries_2024
social media manager,8.0,150000,EGP,150000.0,150000.0,Hybird,cairo,2024-02-01,Kaggle_egyptian_salaries_2024
t24 consultant,3.0,23000,EGP,23000.0,23000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
seo specialist,3.5,14000,EGP,14000.0,14000.0,Remotley,Cairo,2023-12-01,Kaggle_egyptian_salaries_2024
sales manager,13.0,550000,EGP,550000.0,550000.0,Hybird,Dubai,2024-01-01,Kaggle_egyptian_salaries_2024
junior architect,1.0,6000,EGP,6000.0,6000.0,Hybird,Cairo,2023-02-01,Kaggle_egyptian_salaries_2024
subsea inspection engineer,4.0,30000,EGP,30000.0,30000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
implementation officer,2.0,9750 EGP,EGP,9750.0,9750.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
civil technical office engineer,7.0,10350,EGP,10350.0,10350.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
banker,3.0,14000,EGP,14000.0,14000.0,On Site,,2024-01-27,Kaggle_egyptian_salaries_2024
chef accountant,9.0,10,EGP,10.0,10.0,Remotley,Swiss,2024-02-01,Kaggle_egyptian_salaries_2024
graphic designer,1.0,5,EGP,5.0,5.0,On Site,,2024-02-22,Kaggle_egyptian_salaries_2024
devops engineer,1.5,40k,EGP,40000.0,40000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
hr hed,10.0,10000,EGP,10000.0,10000.0,On Site,Egypt,2024-01-01,Kaggle_egyptian_salaries_2024
bi developer intern,0.0,4000,EGP,4000.0,4000.0,Hybird,"Cairo, Smart village",2023-07-10,Kaggle_egyptian_salaries_2024
nursing,0.0,2300,EGP,2300.0,2300.0,On Site,Um eldonia,2024-02-22,Kaggle_egyptian_salaries_2024
software quality engineer,1.0,5500,EGP,5500.0,5500.0,Remotley,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
general accountant,4.0,8000,EGP,8000.0,8000.0,On Site,Al Obour city,2024-02-22,Kaggle_egyptian_salaries_2024
outsystems developer,2.0,550$,USD,550.0,27500.0,Hybird,"Cairo, Riyadh",2024-01-31,Kaggle_egyptian_salaries_2024
java deveoper,1.0,20K,EGP,20000.0,20000.0,Hybird,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
frontend developer,3.0,1500 USD ,USD,1500.0,75000.0,Remotley,Riyadh,2023-07-05,Kaggle_egyptian_salaries_2024
senior sales engineer,14.0,35 K EGP,EGP,35000.0,35000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
full stack .net developer,0.0,5000,EGP,5000.0,5000.0,Remotley,,1996-07-01,Kaggle_egyptian_salaries_2024
customer service representative,2.0,13000,EGP,13000.0,13000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
full stack .net developer,3.0,15000,EGP,15000.0,15000.0,Remotley,Benha,2024-01-01,Kaggle_egyptian_salaries_2024
content creator/social media specialist,2.0,5000,EGP,5000.0,5000.0,Remotley,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
aws engineer,1.0,10000,EGP,10000.0,10000.0,On Site,Cairo,2023-12-01,Kaggle_egyptian_salaries_2024
medical repersentive,1.0,6500,EGP,6500.0,6500.0,On Site,"Mansoura, egypt",2023-03-01,Kaggle_egyptian_salaries_2024
senior software engineer,6.0,25000,EGP,25000.0,25000.0,Hybird,Cairo,2024-03-05,Kaggle_egyptian_salaries_2024
junior graphic designer,1.0,7000,EGP,7000.0,7000.0,On Site,Cairo,2024-01-09,Kaggle_egyptian_salaries_2024
ml eng,1.0,8000,EGP,8000.0,8000.0,On Site,cairo,2024-02-22,Kaggle_egyptian_salaries_2024
seo specialist,3.0,12000,EGP,12000.0,12000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
ai engineer,1.0,60k,EGP,60000.0,60000.0,Remotley,,2023-02-01,Kaggle_egyptian_salaries_2024
data analysis,7.0,4225 $,USD,4225.0,211250.0,On Site,Cairo,2024-02-21,Kaggle_egyptian_salaries_2024
operation engineer,3.0,10000,EGP,10000.0,10000.0,On Site,Cairo,2023-01-01,Kaggle_egyptian_salaries_2024
social media specialist,2.0,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
call centre germany,0.0,5000,EGP,5000.0,5000.0,Remotley,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
junior quality assurance engineer,0.0,26500,EGP,26500.0,26500.0,Hybird,Cairo,2024-02-21,Kaggle_egyptian_salaries_2024
deputy section head in sales,4.0,12000,EGP,12000.0,12000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
software test engineer,2.0,35000,EGP,35000.0,35000.0,Hybird,Giza,2024-02-22,Kaggle_egyptian_salaries_2024
call center,4.0,6000,EGP,6000.0,6000.0,On Site,,2024-02-29,Kaggle_egyptian_salaries_2024
representative,7.0,5000 i know that is not fair to my efforts ,EGP,5000000.0,5000000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
gis developer,2.0,850 usd,USD,850.0,42500.0,On Site,Giza,2024-02-27,Kaggle_egyptian_salaries_2024
technical support,7.0,10000,EGP,10000.0,10000.0,On Site,,2024-02-25,Kaggle_egyptian_salaries_2024
civil engineer,5.0,20000,EGP,20000.0,20000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
pharmacist,1.5,3000,EGP,3000.0,3000.0,On Site,Suez,2024-02-28,Kaggle_egyptian_salaries_2024
frappe developer,0.0,7000,EGP,7000.0,7000.0,On Site,Giza,2024-02-01,Kaggle_egyptian_salaries_2024
administrative assistant,4.0,1200 usd,USD,1200.0,60000.0,Remotley,US,2024-01-01,Kaggle_egyptian_salaries_2024
administrator,3.0,5000,EGP,5000.0,5000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
broadband and network technician,3.0,10850,EGP,10850.0,10850.0,Hybird,Uk,2024-02-22,Kaggle_egyptian_salaries_2024
faculty of commerce,14.0,35000,EGP,35000.0,35000.0,On Site,Cairo,2023-07-01,Kaggle_egyptian_salaries_2024
ai engineer,2.0,7000,EGP,7000.0,7000.0,Remotley,cairo,2024-02-22,Kaggle_egyptian_salaries_2024
seals,3.0,2900,EGP,2900.0,2900.0,On Site,Cairo,2020-12-28,Kaggle_egyptian_salaries_2024
senior full stake developer,7.0,20000,EGP,20000.0,20000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
outsystems low code developer,5.0,40000,EGP,40000.0,40000.0,Remotley,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
software engineer,1.5,900 USD,USD,900.0,45000.0,Remotley,,2024-02-22,Kaggle_egyptian_salaries_2024
sustainability and esg specialist,1.0,8800,EGP,8800.0,8800.0,On Site,,2023-03-01,Kaggle_egyptian_salaries_2024
broker,1.0,3000,EGP,3000.0,3000.0,On Site,Mansoura,2001-10-01,Kaggle_egyptian_salaries_2024
solution architect,11.0,250000,EGP,250000.0,250000.0,Remotley,"Cairo, Startup and I am consult them remotely as a part timer.",2024-01-01,Kaggle_egyptian_salaries_2024
front-end developer,2.0,10k,EGP,10000.0,10000.0,On Site,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
senior architect,6.0,25000,EGP,25000.0,25000.0,On Site,Cairo,2023-11-09,Kaggle_egyptian_salaries_2024
full-stack developer,2.0,5000,EGP,5000.0,5000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
interior designer,1.0,3500,EGP,3500.0,3500.0,On site and remotly,Kafr el sheikh,2024-02-29,Kaggle_egyptian_salaries_2024
machine learning engineer,1.0,$1000,USD,1000.0,50000.0,Remotley,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
graphic designer,5.0,7500,EGP,7500.0,7500.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
dynamics 365 crm functional consultant,2.5,1400 USD,USD,1400.0,70000.0,Remotley,UAE,2024-02-22,Kaggle_egyptian_salaries_2024
medical rep,0.0,1500 gross,EGP,1500.0,1500.0,On Site,Alex,2024-02-22,Kaggle_egyptian_salaries_2024
mechanical engineer,3.0,11000,EGP,11000.0,11000.0,On Site,,2024-02-22,Kaggle_egyptian_salaries_2024
.net developer,0.33,10000,EGP,10000.0,10000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
ui ux designer,3.0,18 k,EGP,18000.0,18000.0,Remotley,Saudi Arabia 🇸🇦,2023-09-01,Kaggle_egyptian_salaries_2024
agricultural engineer,1.0,7000,EGP,7000.0,7000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
machine learning,4.0,3000 usd,USD,3000.0,150000.0,Hybird,Saudi,2024-02-22,Kaggle_egyptian_salaries_2024
odoo developer,5.0,21000,EGP,21000.0,21000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
marketing executive,10.0,19000,EGP,19000.0,19000.0,Remotley,Cairo,2023-03-05,Kaggle_egyptian_salaries_2024
front end developer,2.0,10k,EGP,10000.0,10000.0,Remotley,cairo,2024-02-22,Kaggle_egyptian_salaries_2024
.net software developer,1.0,13000,EGP,13000.0,13000.0,Remotley,Cairo,2024-01-28,Kaggle_egyptian_salaries_2024
gd,2.0,18k,EGP,18000.0,18000.0,Remotley,,2024-01-26,Kaggle_egyptian_salaries_2024
electrical engineer,7.0,18000,EGP,18000.0,18000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
frontend developer,1.0,4000,EGP,4000.0,4000.0,On Site,Mansoura,2023-02-01,Kaggle_egyptian_salaries_2024
equine surgeon veterinarian,2.0,6600,EGP,6600.0,6600.0,On Site,Netherlands,1996-09-01,Kaggle_egyptian_salaries_2024
junior web developer (wordpress/php),1.0,360,EGP,360.0,360.0,Remotley,London,2024-12-01,Kaggle_egyptian_salaries_2024
sr. nodejs developer,4.0,82000,EGP,82000.0,82000.0,Remotley,Jeddah,2023-10-20,Kaggle_egyptian_salaries_2024
network engineer,0.0,10000,EGP,10000.0,10000.0,On Site,,2024-02-22,Kaggle_egyptian_salaries_2024
frontend developer,0.0,9000,EGP,9000.0,9000.0,Hybird,cairo,1995-02-20,Kaggle_egyptian_salaries_2024
interior designer,3.0,8000,EGP,8000.0,8000.0,Hybird,Cairo,2023-12-30,Kaggle_egyptian_salaries_2024
network engineer,1.0,10000,EGP,10000.0,10000.0,Remotley,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
senior embedded software engineer,3.0,60k,EGP,60000.0,60000.0,Hybird,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
php developer,3.0,500$,USD,500.0,25000.0,Remotley,Dubai,2024-01-01,Kaggle_egyptian_salaries_2024
system engineer,3.0,20000,EGP,20000.0,20000.0,On Site,Kuwait,2024-02-22,Kaggle_egyptian_salaries_2024
senior node js developer,3.0,47000,EGP,47000.0,47000.0,Hybird,Saudi Arabia,2024-01-25,Kaggle_egyptian_salaries_2024
software developer,4.0,25000,EGP,25000.0,25000.0,Hybird,Alexandria,2024-01-01,Kaggle_egyptian_salaries_2024
react native,3.0,1800 usd,USD,1800.0,90000.0,Remotley,,2024-02-22,Kaggle_egyptian_salaries_2024
team lead,11.0,100000,EGP,100000.0,100000.0,Remotley,Cairo,1990-12-11,Kaggle_egyptian_salaries_2024
senior frontend,5.0,2500$,USD,2500.0,125000.0,Remotley,KSA,2023-01-01,Kaggle_egyptian_salaries_2024
physiotherapist,0.0,6000,EGP,6000.0,6000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
software engineer,0.0,51000,EGP,51000.0,51000.0,Hybird,,2023-01-25,Kaggle_egyptian_salaries_2024
cad designer,1.0,5000,EGP,5000.0,5000.0,On Site,Cairo,30-01-20,Kaggle_egyptian_salaries_2024
it compliance specialist,3.0,15000,EGP,15000.0,15000.0,On Site,Riyadh,2020-01-15,Kaggle_egyptian_salaries_2024
technical office engineer,8.0,5,EGP,5.0,5.0,On Site,10th of ramadan city,2024-02-27,Kaggle_egyptian_salaries_2024
frontend developer,2.5,8000,EGP,8000.0,8000.0,On Site,Alexandria,2024-02-05,Kaggle_egyptian_salaries_2024
english instructor,14.0,10000,EGP,10000.0,10000.0,On Site,,2024-01-30,Kaggle_egyptian_salaries_2024
chemist,1.0,5000,EGP,5000.0,5000.0,On Site,Obour city,2024-02-22,Kaggle_egyptian_salaries_2024
android developer,5.0,50000,EGP,50000.0,50000.0,Hybird,Cairo,1993-01-20,Kaggle_egyptian_salaries_2024
accounting manager,15.0,45k,EGP,45000.0,45000.0,On Site,Cai,2024-01-24,Kaggle_egyptian_salaries_2024
network engineer,5.0,30k,EGP,30000.0,30000.0,Hybird,Cairo,2023-10-01,Kaggle_egyptian_salaries_2024
devops engineer,0.5,27900,EGP,27900.0,27900.0,Remotley,,2024-01-31,Kaggle_egyptian_salaries_2024
backend developer - django,1.0,12.5,EGP,12.5,12.5,Remotley,cairo,2023-09-01,Kaggle_egyptian_salaries_2024
media buyer,2.5,8000,EGP,8000.0,8000.0,On Site,Mansoura,2024-02-05,Kaggle_egyptian_salaries_2024
back-end developer,0.0,18000,EGP,18000.0,18000.0,Hybird,Cairo,2023-01-15,Kaggle_egyptian_salaries_2024
procurement specialist,1.0,7300,EGP,7300.0,7300.0,On Site,Cairo,2023-04-02,Kaggle_egyptian_salaries_2024
back end team leader,7.0,114,EGP,114.0,114.0,Remotley,Remote,2023-04-20,Kaggle_egyptian_salaries_2024
team leader,4.0,13000,EGP,13000.0,13000.0,On Site,Cairo,2024-02-29,Kaggle_egyptian_salaries_2024
software test engineer,2.0,20000 EGP,EGP,20000.0,20000.0,Hybird,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
technical writer,4.0,1500 eur,EUR,1500.0,75000.0,Remotley,,2024-02-01,Kaggle_egyptian_salaries_2024
accounting manager,19.0,40000,EGP,40000.0,40000.0,Hybird,Cairo,2024-01-31,Kaggle_egyptian_salaries_2024
business development executive,4.0,195k Eg,EGP,195000.0,195000.0,On Site,Dubai,2024-01-01,Kaggle_egyptian_salaries_2024
integration engineer,3.0,35000,EGP,35000.0,35000.0,Remotley,Cairo,2024-01-31,Kaggle_egyptian_salaries_2024
customer success specialist,4.0,19500,EGP,19500.0,19500.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
technical office engineer,8.0,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
android developer,4.0,1300 usd,USD,1300.0,65000.0,Hybird,KSA,2024-01-01,Kaggle_egyptian_salaries_2024
talent acquisition specialist,2.7,8500,EGP,8500.0,8500.0,Remotley,Giza,2024-02-22,Kaggle_egyptian_salaries_2024
electrical engineer,3.0,11000,EGP,11000.0,11000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
mobile developer,3.0,16000,EGP,16000.0,16000.0,Hybird,Alexandria,2024-02-01,Kaggle_egyptian_salaries_2024
rpa developer,0.0,12000,EGP,12000.0,12000.0,Remotley,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
marketing manager,6.0,10k ,EGP,10000.0,10000.0,On Site,Alex,2024-02-22,Kaggle_egyptian_salaries_2024
front end,1.0,9000,EGP,9000.0,9000.0,Remotley,Saudi,2024-02-29,Kaggle_egyptian_salaries_2024
product engineer (machine learning),0.0,27000,EGP,27000.0,27000.0,Hybird,Cairo,2023-08-23,Kaggle_egyptian_salaries_2024
principal design development engineer,9.0,24000,EGP,24000.0,24000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
radiologist,2.0,2500 le,EGP,2500.0,2500.0,On Site,Tanta,2024-02-22,Kaggle_egyptian_salaries_2024
logistics assistant,2.0,9000,EGP,9000.0,9000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
software engineer (pyside),1.0,15000,EGP,15000.0,15000.0,Remotley,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
frontend engineer,3.0,40000,EGP,40000.0,40000.0,Hybird,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
it specialist,3.0,13000,EGP,13000.0,13000.0,On Site,Aswan,2024-02-22,Kaggle_egyptian_salaries_2024
control operator,3.0,6500,EGP,6500.0,6500.0,On Site,Mansuora,2024-02-22,Kaggle_egyptian_salaries_2024
pharmacist,5.0,5000,EGP,5000.0,5000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
full stack developer,0.08,5000,EGP,5000.0,5000.0,On Site,Tanta,2023-02-15,Kaggle_egyptian_salaries_2024
frontend developer (react),0.0,15000,EGP,15000.0,15000.0,Remotley,USA,2024-02-22,Kaggle_egyptian_salaries_2024
"full-stack (.net, react)",6.0,60000,EGP,60000.0,60000.0,Hybird,Cairo,2023-09-01,Kaggle_egyptian_salaries_2024
marketing manager,2.0,15k+,EGP,15000.0,15000.0,On Site,Sudan,2024-02-01,Kaggle_egyptian_salaries_2024
data engineer,1.0,21000,EGP,21000.0,21000.0,Hybird,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
frontend developer,0.0,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
react native developer,1.0,23000,EGP,23000.0,23000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
product owner,8.0,32000,EGP,32000.0,32000.0,Hybird,Cairo,2024-02-02,Kaggle_egyptian_salaries_2024
production engineer,4.0,6700,EGP,6700.0,6700.0,On Site,Sadat city,2024-02-22,Kaggle_egyptian_salaries_2024
production engineer,5.0,10000,EGP,10000.0,10000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
physiotherapy,5.0,6000,EGP,6000.0,6000.0,On Site,,2024-02-01,Kaggle_egyptian_salaries_2024
front end,3.0,7000,EGP,7000.0,7000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
pharmacist developing drug ، researcher,11.0,45 K,EGP,45000.0,45000.0,On Site,Cairo,2021-10-01,Kaggle_egyptian_salaries_2024
php developer,2.0,10000,EGP,10000.0,10000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
ap accountat,2.0,9300,EGP,9300.0,9300.0,Remotley,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
cost control engineer,6.0,13000,EGP,13000.0,13000.0,On Site,cairo,2024-02-22,Kaggle_egyptian_salaries_2024
software testing 2,4.0,32000,EGP,32000.0,32000.0,Remotley,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
pharmacist,1.0,2000,EGP,2000.0,2000.0,On Site,Monufia,2024-02-22,Kaggle_egyptian_salaries_2024
writer,4.0,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-03-01,Kaggle_egyptian_salaries_2024
frontend developer,3.0,25000,EGP,25000.0,25000.0,Hybird,Cairo,2023-08-24,Kaggle_egyptian_salaries_2024
flutter developer,1.0,13000,EGP,13000.0,13000.0,Hybird,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
senior planning engineer,12.0,40k,EGP,40000.0,40000.0,On Site,Cairo,2024-03-01,Kaggle_egyptian_salaries_2024
plastic surgeon,25.0,50 K,EGP,50000.0,50000.0,On Site,Cairo,2018-06-12,Kaggle_egyptian_salaries_2024
engineer,2.0,6000,EGP,6000.0,6000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
senior ict technical director,10.0,300000,EGP,300000.0,300000.0,Remotley,Shenzhen,2024-01-25,Kaggle_egyptian_salaries_2024
wep developer,4.0,5000,EGP,5000.0,5000.0,Hybird,Cairo,2020-09-01,Kaggle_egyptian_salaries_2024
senior rpa developer,5.25,$1795,USD,1795.0,89750.0,Remotley,"Cairo, Riyadh",2023-06-01,Kaggle_egyptian_salaries_2024
database administrator,2.0,46000,EGP,46000.0,46000.0,Hybird,Smart,2024-02-15,Kaggle_egyptian_salaries_2024
