job_title,experience_years,salary_original,currency_detected,salary_original_numeric,salary_mid,work_mode,city,salary_date,source_name
data analyst,4.0,35000,EGP,35000.0,35000.0,On Site,Cairo,2024-01-28,Kaggle_egyptian_salaries_2024
oracle apex developer,1.0,9500,EGP,9500.0,9500.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
kg teacher,1.0,1800,EGP,1800.0,1800.0,On Site,Sadat city,2024-02-05,Kaggle_egyptian_salaries_2024
teacher assistant,0.42,10000,EGP,10000.0,10000.0,On Site,Giza,2024-02-18,Kaggle_egyptian_salaries_2024
digital marketing,1.0,2000,EGP,2000.0,2000.0,On Site,Tanta,2024-02-29,Kaggle_egyptian_salaries_2024
english teacher,0.0,2500,EGP,2500.0,2500.0,On Site,Cairo,2024-02-29,Kaggle_egyptian_salaries_2024
. net developer,0.75,15000,EGP,15000.0,15000.0,On Site,New cairo,2023-06-01,Kaggle_egyptian_salaries_2024
nlp/ml engineerr,4.0,4000 USD,USD,4000.0,200000.0,Remotley,USA,2024-02-23,Kaggle_egyptian_salaries_2024
full stack developer,3.0,122000,EGP,122000.0,122000.0,Hybird,,2023-09-01,Kaggle_egyptian_salaries_2024
accounting manager,3.0,20000,EGP,20000.0,20000.0,On Site,Alexandria,2024-01-01,Kaggle_egyptian_salaries_2024
software business analysis,1.0,28,EGP,28.0,28.0,Remotley,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
php developer,1.0,6000,EGP,6000.0,6000.0,On Site,Alexandria,1995-02-23,Kaggle_egyptian_salaries_2024
bi engineer,0.25,14000,EGP,14000.0,14000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
coding instructor,0.25,8000 per 8 days ,EGP,8000.0,8000.0,Remotley,Cairo,2023-12-01,Kaggle_egyptian_salaries_2024
frontend developer,2.0,10000,EGP,10000.0,10000.0,On Site,6 of October,2023-11-11,Kaggle_egyptian_salaries_2024
civil procurement engineer,5.0,25000,EGP,25000.0,25000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
medical representative,1.0,6000,EGP,6000.0,6000.0,On Site,"Alexandria, Egypt",2024-02-01,Kaggle_egyptian_salaries_2024
senior mechanical quality control engineer,10.5,28300,EGP,28300.0,28300.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
senior accountant,1.4,8500,EGP,8500.0,8500.0,On Site,10th of ramadan,2012-02-23,Kaggle_egyptian_salaries_2024
full stack,2.0,3000$,USD,3000.0,150000.0,Hybird,cairo,2024-01-01,Kaggle_egyptian_salaries_2024
php pty js laravel ajax sql db html css,12.0,35,EGP,35.0,35.0,hjgu,hjdth,2024-02-21,Kaggle_egyptian_salaries_2024
technical director,19.0,40,EGP,40.0,40.0,Hybird,Alexander,2024-01-01,Kaggle_egyptian_salaries_2024
backend developer,2.0,20000,EGP,20000.0,20000.0,On Site,Makram,2023-12-01,Kaggle_egyptian_salaries_2024
pharmacist,5.0,4000,EGP,4000.0,4000.0,Hybird,Mansoura,2023-02-01,Kaggle_egyptian_salaries_2024
angular developer,4.0,1500$,USD,1500.0,75000.0,Hybird,Mersin,2024-02-01,Kaggle_egyptian_salaries_2024
front end intern,0.5,300 usd,USD,300.0,15000.0,On Site,,2024-02-22,Kaggle_egyptian_salaries_2024
hr clerk,1.0,6000,EGP,6000.0,6000.0,On Site,,2024-02-23,Kaggle_egyptian_salaries_2024
wordpress developer,3.0,500$,USD,500.0,25000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
developer,4.0,20,EGP,20.0,20.0,On Site,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
software tester,2.0,650 USD,USD,650.0,32500.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
junior frontend developer,3.0,6000,EGP,6000.0,6000.0,On Site,alexandria,2024-01-31,Kaggle_egyptian_salaries_2024
laptop maintinance,23.0,6000,EGP,6000.0,6000.0,On Site,mansoura,1995-03-06,Kaggle_egyptian_salaries_2024
php developer,0.0,6000,EGP,6000.0,6000.0,On Site,,2024-02-23,Kaggle_egyptian_salaries_2024
physical security manager,20.0,42000,EGP,42000.0,42000.0,On Site,Cairo,2022-08-01,Kaggle_egyptian_salaries_2024
full stack .net  developer,1.0,17000,EGP,17000.0,17000.0,Hybird,Mansoura,2024-02-01,Kaggle_egyptian_salaries_2024
مدير مالي,10.0,170000,EGP,170000.0,170000.0,On Site,بريدة,2024-02-29,Kaggle_egyptian_salaries_2024
devops & linux,5.0,30000,EGP,30000.0,30000.0,On Site,,2024-02-23,Kaggle_egyptian_salaries_2024
oracle hcm functional consultant,0.25,13000,EGP,13000.0,13000.0,Hybird,Cairo,2023-12-17,Kaggle_egyptian_salaries_2024
accountant,10.0,18000,EGP,18000.0,18000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
power bi developer,2.0,$1300,USD,1300.0,65000.0,Hybird,Dubai,2024-02-23,Kaggle_egyptian_salaries_2024
integration engineer/middleware developer,1.0,20000,EGP,20000.0,20000.0,Outsource,Smart village,2024-01-01,Kaggle_egyptian_salaries_2024
performance analyst,1.0,19000 gross,EGP,19000.0,19000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
.net developer,4.0,36000,EGP,36000.0,36000.0,Hybird,Cairo,2024-01-27,Kaggle_egyptian_salaries_2024
devops engineer,1.0,12000 Egyptian pounds ,EGP,12000.0,12000.0,On Site,Smart Village - Giza,2024-02-23,Kaggle_egyptian_salaries_2024
marketing executive,2.0,15000,EGP,15000.0,15000.0,On Site,Cairo,2024-01-05,Kaggle_egyptian_salaries_2024
ibm bpm developer,2.0,18000,EGP,18000.0,18000.0,Hybird,Giza,2024-02-25,Kaggle_egyptian_salaries_2024
it application support senior specialist,6.0,20000,EGP,20000.0,20000.0,On Site,Cairo,2023-02-01,Kaggle_egyptian_salaries_2024
senior application support engineer,5.0,12000,EGP,12000.0,12000.0,Remotley,Cairo,2023-06-01,Kaggle_egyptian_salaries_2024
budget and reporting manager,14.0,49000,EGP,49000.0,49000.0,On Site,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
social media specialist,1.0,2750,EGP,2750.0,2750.0,On Site,Benha,2024-02-23,Kaggle_egyptian_salaries_2024
banker,2.0,7500,EGP,7500.0,7500.0,On Site,Alexandria,2024-02-25,Kaggle_egyptian_salaries_2024
interior designer,1.5,12.5,EGP,12.5,12.5,On Site,Cairo,2024-01-25,Kaggle_egyptian_salaries_2024
software resting level 2,3.0,24k,EGP,24000.0,24000.0,Hybird,Cairo,2023-07-01,Kaggle_egyptian_salaries_2024
it specialist,4.0,10000,EGP,10000.0,10000.0,Hybird,Giza,2024-02-25,Kaggle_egyptian_salaries_2024
seo specialist,2.0,4000,EGP,4000.0,4000.0,On Site,,2024-01-30,Kaggle_egyptian_salaries_2024
international account advisor,4.0,25 K,EGP,25000.0,25000.0,Remotley,Germany,2024-02-23,Kaggle_egyptian_salaries_2024
flutter developer,0.5,8000 EGP net,EGP,8000.0,8000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
asp.net backend developer,0.0,4500,EGP,4500.0,4500.0,On Site,Mansoura,2024-03-05,Kaggle_egyptian_salaries_2024
german customer service,0.0,22000,EGP,22000.0,22000.0,Hybird,Alexandria,2024-02-01,Kaggle_egyptian_salaries_2024
accountant,2.0,6000,EGP,6000.0,6000.0,Shop,Kfs,2024-03-01,Kaggle_egyptian_salaries_2024
backend developer,4.0,1400$,USD,1400.0,70000.0,Hybird,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
po,0.0,2500,EGP,2500.0,2500.0,On Site,Gada,2024-02-06,Kaggle_egyptian_salaries_2024
software engineer,4.0,2000$,USD,2000.0,100000.0,Hybird,Cairo,2024-01-25,Kaggle_egyptian_salaries_2024
mid senior data engineer,2.0,46,EGP,46.0,46.0,Remotley,London,2024-02-23,Kaggle_egyptian_salaries_2024
web,0.0,5000,EGP,5000.0,5000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
data engineer,3.0,2900 $,USD,2900.0,145000.0,Remotley,Newyork,2023-02-22,Kaggle_egyptian_salaries_2024
systems engineer,1.0,9000,EGP,9000.0,9000.0,On Site,Cairo,2023-09-11,Kaggle_egyptian_salaries_2024
architect,0.0,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
graphic designer,1.0,7000,EGP,7000.0,7000.0,Remotley,Cairo,2023-06-16,Kaggle_egyptian_salaries_2024
teaching assistant architecture,6.0,7400,EGP,7400.0,7400.0,On Site,Alexandria,2024-02-20,Kaggle_egyptian_salaries_2024
bi developer,3.0,30000,EGP,30000.0,30000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
full stack(.net+ angular),1.5,15000,EGP,15000.0,15000.0,Remotley,Cairo,2023-09-01,Kaggle_egyptian_salaries_2024
react developer,2.0,10000,EGP,10000.0,10000.0,Remotley,Alex,2024-02-29,Kaggle_egyptian_salaries_2024
medical analysis specialist,6.0,1800,EGP,1800.0,1800.0,In door,Elmahalla Elkoubra,2024-02-23,Kaggle_egyptian_salaries_2024
devops engineer,2.0,60000,EGP,60000.0,60000.0,Remotley,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
medical representative,1.0,10000,EGP,10000.0,10000.0,On Site,Alexandria,2024-02-23,Kaggle_egyptian_salaries_2024
homeroom teacher,8.0,13000,EGP,13000.0,13000.0,On Site,Cairo,2024-09-01,Kaggle_egyptian_salaries_2024
medical representative,0.0,4500,EGP,4500.0,4500.0,On Site,Luxor,2024-03-01,Kaggle_egyptian_salaries_2024
accountant,9.0,25000,EGP,25000.0,25000.0,Remotley,Dubai,2024-02-20,Kaggle_egyptian_salaries_2024
senior java software engineer,2.0,70,EGP,70.0,70.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
application support engineer,5.0,23000,EGP,23000.0,23000.0,On Site,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
engineer,9.0,30000,EGP,30000.0,30000.0,On Site,,2024-02-01,Kaggle_egyptian_salaries_2024
quality control chemist at pharmaceutical company,7.0,5000,EGP,5000.0,5000.0,On Site,Alexandria,2024-02-28,Kaggle_egyptian_salaries_2024
devops engineer,2.0,34000,EGP,34000.0,34000.0,Remotley,Cairo,2023-01-30,Kaggle_egyptian_salaries_2024
quality assurance engineer,3.0,11000,EGP,11000.0,11000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
engineer,4.0,30000,EGP,30000.0,30000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
senior android developer,2.0,2000$,USD,2000.0,100000.0,Hybird,Saudi arabia,2024-01-01,Kaggle_egyptian_salaries_2024
web developer,1.5,10000,EGP,10000.0,10000.0,Hybird,Giza,2023-10-01,Kaggle_egyptian_salaries_2024
application support lead,11.0,37000,EGP,37000.0,37000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
senior data analyst,1.5,30000,EGP,30000.0,30000.0,Hybird,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
site engineer,6.0,14000,EGP,14000.0,14000.0,On Site,New administrative capital,2024-01-01,Kaggle_egyptian_salaries_2024
android developer,3.0,23000,EGP,23000.0,23000.0,Hybird,Cairo,2023-08-24,Kaggle_egyptian_salaries_2024
laravel,0.2,3000,EGP,3000.0,3000.0,Remotley,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
data engineer,5.0,22k SAR,EGP,22000.0,22000.0,On Site,Riyadh,2024-02-01,Kaggle_egyptian_salaries_2024
marketing director,5.0,"2,345$",USD,2345.0,117250.0,Remotley,Jeddah,2023-12-01,Kaggle_egyptian_salaries_2024
backend developer,1.0,10000,EGP,10000.0,10000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
senior android developer,5.0,60000,EGP,60000.0,60000.0,Remotley,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
fullstack developer react and node,1.0,12000,EGP,12000.0,12000.0,Remotley,US,2024-01-01,Kaggle_egyptian_salaries_2024
site manager,10.0,12584,EGP,12584.0,12584.0,On Site,Cairo,2024-02-27,Kaggle_egyptian_salaries_2024
lead,9.0,60000,EGP,60000.0,60000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
data engineer,3.0,36000,EGP,36000.0,36000.0,Hybird,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
teaching assistant,0.5,8000,EGP,8000.0,8000.0,On Site,Giza,2024-01-25,Kaggle_egyptian_salaries_2024
junior application support officer,2.0,15700,EGP,15700.0,15700.0,On Site,Madinaty,2024-02-01,Kaggle_egyptian_salaries_2024
senior android developer,4.0,20000,EGP,20000.0,20000.0,On Site,Alexandria,2024-02-23,Kaggle_egyptian_salaries_2024
community pharmacist,0.17,7000 EGP/MONTH ,EGP,7000.0,7000.0,On Site,Cairo,2024-05-01,Kaggle_egyptian_salaries_2024
seo specialist,2.0,5000,EGP,5000.0,5000.0,On Site,Mansoura,2024-02-23,Kaggle_egyptian_salaries_2024
software engineer,2.0,10k,EGP,10000.0,10000.0,On Site,,2024-01-01,Kaggle_egyptian_salaries_2024
business applications support team leader,7.0,18.000,EGP,18.0,18.0,On Site,Alexandria,2023-12-31,Kaggle_egyptian_salaries_2024
accountant,7.0,12000,EGP,12000.0,12000.0,On Site,Cairo,2024-03-20,Kaggle_egyptian_salaries_2024
coordinator,2.0,4500,EGP,4500.0,4500.0,On Site,USA,2024-02-29,Kaggle_egyptian_salaries_2024
senior copywriter,5.0,25000,EGP,25000.0,25000.0,On Site,Cairo,2024-02-15,Kaggle_egyptian_salaries_2024
business applications support engineer,1.0,12700,EGP,12700.0,12700.0,On Site,Cairo,2023-08-01,Kaggle_egyptian_salaries_2024
cabin crew,23.0,25000,EGP,25000.0,25000.0,On Site,London,2024-02-23,Kaggle_egyptian_salaries_2024
teacher assistant,0.0,8000,EGP,8000.0,8000.0,On Site,Giza,2024-01-25,Kaggle_egyptian_salaries_2024
hrms senior specialist,2.0,21000,EGP,21000.0,21000.0,On Site,Giza,2024-02-23,Kaggle_egyptian_salaries_2024
graphic designer,3.0,6000,EGP,6000.0,6000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
ecu hardware design engineer,4.0,14500,EGP,14500.0,14500.0,Hybird,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
interior designer,1.0,10000,EGP,10000.0,10000.0,Remotley,Cairo,2023-09-22,Kaggle_egyptian_salaries_2024
wealth manager cib,3.0,15K ,EGP,15000.0,15000.0,On Site,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
full-stack engineer,2.0,15000,EGP,15000.0,15000.0,Remotley,,2023-11-10,Kaggle_egyptian_salaries_2024
business analyst,4.0,45000,EGP,45000.0,45000.0,Remotley,Cairo,1-01-24,Kaggle_egyptian_salaries_2024
junior python developer,1.0,35000,EGP,35000.0,35000.0,Hybird,Mansoura,2024-01-01,Kaggle_egyptian_salaries_2024
qc qa mechanical engineer,8.0,20000,EGP,20000.0,20000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
frontend (react developer),3.0,15500,EGP,15500.0,15500.0,Remotley,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
data science & analytics,0.8,3,EGP,3.0,3.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
quality inspector,1.5,4500,EGP,4500.0,4500.0,On Site,Port said,2024-02-24,Kaggle_egyptian_salaries_2024
blockchain developer (web3),9.0,420000,EGP,420000.0,420000.0,Remotley,New York,2024-01-01,Kaggle_egyptian_salaries_2024
bancassurance,2.5,5000,EGP,5000.0,5000.0,Hybird,,2024-01-25,Kaggle_egyptian_salaries_2024
react.js developer,1.0,17.5k,EGP,17500.0,17500.0,Remotley,,2024-02-01,Kaggle_egyptian_salaries_2024
junior application support,2.0,16800,EGP,16800.0,16800.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
front-end developer,5.0,3000 USD,USD,3000.0,150000.0,Hybird,Riyadh,2024-03-01,Kaggle_egyptian_salaries_2024
data scientist,1.0,7000,EGP,7000.0,7000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
software engineer,1.0,500 USD,USD,500.0,25000.0,Remotley,cairo,2024-02-23,Kaggle_egyptian_salaries_2024
rust backend developer,0.3,8000,EGP,8000.0,8000.0,Remotley,Cairo,2023-12-15,Kaggle_egyptian_salaries_2024
application support specialist,1.0,17550,EGP,17550.0,17550.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
oracle technical consultant,0.17,13000 L.E,EGP,13000.0,13000.0,Remotley,Jeddah,2024-02-23,Kaggle_egyptian_salaries_2024
general accountan,3.0,9300,EGP,9300.0,9300.0,On Site,,2024-02-01,Kaggle_egyptian_salaries_2024
linux system administrator,1.0,5000,EGP,5000.0,5000.0,On Site,,2024-02-01,Kaggle_egyptian_salaries_2024
php backend developer,1.0,5000,EGP,5000.0,5000.0,Remotley,6 October,2024-02-23,Kaggle_egyptian_salaries_2024
application support engineer,2.0,15,EGP,15.0,15.0,On Site,Cairo,2023-12-01,Kaggle_egyptian_salaries_2024
accountant,3.0,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
data analyst,1.0,17000,EGP,17000.0,17000.0,Hybird,Cairo,2024-03-01,Kaggle_egyptian_salaries_2024
technical support engineer,7.0,14500,EGP,14500.0,14500.0,On Site,New Cairo,2024-01-26,Kaggle_egyptian_salaries_2024
senior outsystems developer,6.0,53000,EGP,53000.0,53000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
senior full stack java,6.0,22000 EGP,EGP,22000.0,22000.0,Hybird,"Giza, smart village",2023-08-01,Kaggle_egyptian_salaries_2024
full stack,24.0,3500usd,USD,3500.0,175000.0,Remotley,"Amman,Cairo,Dubai",2024-02-01,Kaggle_egyptian_salaries_2024
english teacher at international school,4.0,14,EGP,14.0,14.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
graphic designer,2.0,8000 per month,EGP,8000.0,8000.0,On Site,Cairo,2024-02-29,Kaggle_egyptian_salaries_2024
mechanical engineer,4.0,12000,EGP,12000.0,12000.0,Hybird,Nasr city,2024-02-01,Kaggle_egyptian_salaries_2024
mern stack developer,0.5,7500,EGP,7500.0,7500.0,On Site,cairo,2024-01-02,Kaggle_egyptian_salaries_2024
graphic designer,6.0,500 USD,USD,500.0,25000.0,Remotley,Riyadh,2024-02-23,Kaggle_egyptian_salaries_2024
senior php developer,11.0,2500$ + bonus,USD,2500.0,125000.0,Remotley,dubai,2024-01-30,Kaggle_egyptian_salaries_2024
full stack node js developer,1.0,8000,EGP,8000.0,8000.0,Remotley,California and Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
data management engineer,3.0,10000,EGP,10000.0,10000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
senior quality architect,5.0,20000,EGP,20000.0,20000.0,On Site,Elgouna,2024-01-27,Kaggle_egyptian_salaries_2024
senior flutter developer,3.0,60000,EGP,60000.0,60000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
android developer,2.5,12000,EGP,12000.0,12000.0,Remotley,"Riyadh, Saudi Arabia",2023-03-15,Kaggle_egyptian_salaries_2024
full stack .net developer,1.0,10000,EGP,10000.0,10000.0,On Site,cairo,2024-02-27,Kaggle_egyptian_salaries_2024
full-stack developer,1.0,14000,EGP,14000.0,14000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
database administrator,1.0,12000,EGP,12000.0,12000.0,On Site,Cairo,2023-03-01,Kaggle_egyptian_salaries_2024
android developer,2.5,"600  USD,  net",USD,600.0,30000.0,Remotley,"Riyadh, Saudi Arabia",2024-02-12,Kaggle_egyptian_salaries_2024
front end developer react js,2.0,علي الصفحه 10 دولار والفينكشن واحد دولار ,EGP,10.0,10.0,Remotley,Saudi,2024-01-10,Kaggle_egyptian_salaries_2024
mern full stack developer,3.0,28000,EGP,28000.0,28000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
art instructor,6.0,7000,EGP,7000.0,7000.0,On Site,Cairo,2024-02-12,Kaggle_egyptian_salaries_2024
backend developer,1.0,500$,USD,500.0,25000.0,Remotley,,2024-02-29,Kaggle_egyptian_salaries_2024
oracle fusion administrator,2.5,11500,EGP,11500.0,11500.0,On Site,Alex,2024-02-27,Kaggle_egyptian_salaries_2024
gis developer,3.0,200$,USD,200.0,10000.0,Remotley,,2024-02-23,Kaggle_egyptian_salaries_2024
back end developer (ruby on rails),2.0,26000 EGP,EGP,26000.0,26000.0,Remotley,,2024-02-23,Kaggle_egyptian_salaries_2024
technical support,4.0,13000,EGP,13000.0,13000.0,Hybird,Dubai,2023-05-23,Kaggle_egyptian_salaries_2024
jr java developer,2.0,13,EGP,13.0,13.0,On Site,Giza,2024-02-23,Kaggle_egyptian_salaries_2024
technical support engineer (software),3.0,10000,EGP,10000.0,10000.0,Remotley,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
embedded software engineer,1.0,13000,EGP,13000.0,13000.0,Hybird,Cairo,2024-11-01,Kaggle_egyptian_salaries_2024
data analyst,2.0,1050$ gross,USD,1050.0,52500.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
senior system engineer,5.0,30000,EGP,30000.0,30000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
front end developer,2.0,10000,EGP,10000.0,10000.0,Remotley,Cairo,2024-02-15,Kaggle_egyptian_salaries_2024
android developer,5.0,1200 USD,USD,1200.0,60000.0,Remotley,,2024-02-23,Kaggle_egyptian_salaries_2024
ai engineer,5.0,25000,EGP,25000.0,25000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
logistics specialist,4.0,7000,EGP,7000.0,7000.0,On Site,Alexandria,2024-02-23,Kaggle_egyptian_salaries_2024
software engineer,2.0,28000,EGP,28000.0,28000.0,Remotley,Riyad,1998-07-10,Kaggle_egyptian_salaries_2024
java full stack developer,1.0,11000,EGP,11000.0,11000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
food,0.0,3000,EGP,3000.0,3000.0,Hybird,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
software quality assurance engineer,0.25,550 Jordanian Dinar,EGP,550.0,550.0,On Site,"Amman,Jordan",2024-02-27,Kaggle_egyptian_salaries_2024
community pharmacist,2.0,3900,EGP,3900.0,3900.0,On Site,Alexandria,2024-02-01,Kaggle_egyptian_salaries_2024
sr. bi developer,6.0,33000,EGP,33000.0,33000.0,Remotley,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
nurse,1.0,5000$,USD,5000.0,250000.0,On Site,USA,2024-02-09,Kaggle_egyptian_salaries_2024
frontend developer,0.5,14000,EGP,14000.0,14000.0,Remotley,,2024-02-20,Kaggle_egyptian_salaries_2024
it super visor,12.0,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
full stack developer (mern) + react native,3.0,16000,EGP,16000.0,16000.0,Hybird,6 of October,2024-03-03,Kaggle_egyptian_salaries_2024
assoc software engineer,1.5,24.6,EGP,24.6,24.6,Hybird,Cairo,2024-02-29,Kaggle_egyptian_salaries_2024
automation engineer,10.0,12000 euro,EUR,12000.0,600000.0,Hybird,Copenhagen,2024-02-23,Kaggle_egyptian_salaries_2024
oracle consultant,2.0,10K,EGP,10000.0,10000.0,On Site,cairo,2024-02-23,Kaggle_egyptian_salaries_2024
civil engineer,6.0,8000,EGP,8000.0,8000.0,On Site,mansoura,2024-01-30,Kaggle_egyptian_salaries_2024
full stack developer,2.0,12000,EGP,12000.0,12000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
geologist,0.5,7000,EGP,7000.0,7000.0,On Site,Egypt,2024-02-23,Kaggle_egyptian_salaries_2024
customer service agent,1.0,10k + 2.5 kpis,EGP,10000.0,10000.0,Hybird,Cairo,2025-01-01,Kaggle_egyptian_salaries_2024
react software engineer,1.0,20000,EGP,20000.0,20000.0,Hybird,Cairo,2024-02-29,Kaggle_egyptian_salaries_2024
sales & social media marketing specialist,3.0,3800,EGP,3800.0,3800.0,On Site,Alexandria,2024-02-01,Kaggle_egyptian_salaries_2024
application support specialist,1.0,15,EGP,15.0,15.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
gis frontend developer,3.5,12000,EGP,12000.0,12000.0,Remotley,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
medical representative,5.0,10000,EGP,10000.0,10000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
data analyst,1.0,17500,EGP,17500.0,17500.0,Hybird,,2023-05-15,Kaggle_egyptian_salaries_2024
programmer,3.0,1500$,USD,1500.0,75000.0,Remotley,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
software engineer,2.0,11k Eg,EGP,11000.0,11000.0,On Site,"Egypt , Smart Village",2022-09-01,Kaggle_egyptian_salaries_2024
approval manager,8.0,40000,EGP,40000.0,40000.0,On Site,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
junior ux ui designer,1.0,15000,EGP,15000.0,15000.0,On Site,Dubai,2024-01-01,Kaggle_egyptian_salaries_2024
ui/ux designer,1.0,7000,EGP,7000.0,7000.0,On Site,Cairo,2023-02-23,Kaggle_egyptian_salaries_2024
data modeler,4.0,25000,EGP,25000.0,25000.0,Hybird,,2023-06-19,Kaggle_egyptian_salaries_2024
embedded developer,10.0,700$,USD,700.0,35000.0,Hybird,Cairo,2024-01-28,Kaggle_egyptian_salaries_2024
back-end,0.25,350$ => 22000egp,USD,350.0,17500.0,Remotley,,2024-02-01,Kaggle_egyptian_salaries_2024
data analysis,1.0,10000,EGP,10000.0,10000.0,On Site,Cairo,2024-02-20,Kaggle_egyptian_salaries_2024
siebel developer,1.5,12000,EGP,12000.0,12000.0,On Site,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
system integration developer,2.0,20k,EGP,20000.0,20000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
devops,3.0,60000,EGP,60000.0,60000.0,Hybird,Cairo,2024-03-10,Kaggle_egyptian_salaries_2024
mechanical site engineer,8.0,30000,EGP,30000.0,30000.0,On Site,Assiut,2024-02-23,Kaggle_egyptian_salaries_2024
javascript developer,3.0,30000,EGP,30000.0,30000.0,On Site,,2023-11-01,Kaggle_egyptian_salaries_2024
oracle developer,3.0,24000,EGP,24000.0,24000.0,On Site,CAIRO,2024-01-01,Kaggle_egyptian_salaries_2024
oracle developer,2.5,"4,000 KSA",EGP,4000000.0,4000000.0,Remotley,,2024-01-01,Kaggle_egyptian_salaries_2024
software engineer,0.0,12000,EGP,12000.0,12000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
data analyst,1.0,6000,EGP,6000.0,6000.0,On Site,Cairo,2024-01-15,Kaggle_egyptian_salaries_2024
"full-stack engineer(spring, react)",1.0,11000,EGP,11000.0,11000.0,Hybird,,2023-12-22,Kaggle_egyptian_salaries_2024
account manager,5.0,20000,EGP,20000.0,20000.0,Remotley,Dubai,2023-12-15,Kaggle_egyptian_salaries_2024
real estate graphic designer,0.0,12500,EGP,12500.0,12500.0,On Site,new cairo,2024-02-23,Kaggle_egyptian_salaries_2024
network engineer,10.0,43000,EGP,43000.0,43000.0,On Site,Cairo,2024-01-25,Kaggle_egyptian_salaries_2024
logistics coordinator,0.5,4000,EGP,4000.0,4000.0,Hybird,cairo,2023-06-01,Kaggle_egyptian_salaries_2024
